Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78]
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,26.2,15_01_ROS,CTD,23,632456,26,17.737,36.407001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,27.2,15_02_UCC,UCCTD,23,632528,27,17.748,36.412998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,50.4,15_05_ROS,CTD,21,632666,50,17.715,36.41
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,50.4,15_05_ROS,CTD,20,632663,50,17.715,36.41
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,51.4,15_02_UCC,UCCTD,22,632525,51,17.701,36.407001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,52.4,15_06_UCC,UCCTD,21,632738,52,17.772,36.428001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,52.4,15_01_ROS,CTD,22,632453,52,17.695,36.403
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,53.4,15_06_UCC,UCCTD,20,632735,53,17.772,36.428001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,74.6,15_05_ROS,CTD,19,632660,74,17.565,36.403
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_01_ROS,CTD,21,632450,75,17.648,36.400002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_02_UCC,UCCTD,21,632522,75,17.593,36.403999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_05_ROS,CTD,18,632657,75,17.563,36.404999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,100.8,15_05_ROS,CTD,16,632651,100,17.235,36.412998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_06_UCC,UCCTD,19,632732,101,17.396,36.453999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_02_UCC,UCCTD,20,632519,101,17.239,36.382999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_05_ROS,CTD,17,632654,101,17.241,36.412998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,103.8,15_01_ROS,CTD,20,632447,103,17.24,36.383999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,151.2,15_05_ROS,CTD,14,632645,150,16.794,36.368
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_05_ROS,CTD,15,632648,151,16.795,36.367001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_01_ROS,CTD,19,632444,151,16.73,36.327999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_02_UCC,UCCTD,19,632516,151,16.659,36.32
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,154.2,15_06_UCC,UCCTD,18,632729,153,16.862,36.384998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_05_ROS,CTD,13,632642,200,16.725,36.360001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_02_UCC,UCCTD,18,632513,200,16.431,36.283001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_05_ROS,CTD,12,632639,200,16.726,36.359001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,202.6,15_06_UCC,UCCTD,17,632726,201,16.711,36.359001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,202.6,15_01_ROS,CTD,18,632441,201,16.75,36.368
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,250,15_01_ROS,CTD,17,632438,248,16.478,36.304001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_05_ROS,CTD,10,632633,250,16.531,36.314999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_05_ROS,CTD,11,632636,250,16.531,36.314999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_02_UCC,UCCTD,17,632510,250,16.395,36.290001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,304.5,15_02_UCC,UCCTD,16,632507,302,15.542,36.103001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,305.5,15_01_ROS,CTD,16,632435,303,15.832,36.154999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,306.5,15_06_UCC,UCCTD,16,632723,304,15.786,36.152
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,402.4,15_05_ROS,CTD,8,632627,399,14.054,35.841
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,403.4,15_05_ROS,CTD,9,632630,400,14.053,35.837002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,405.4,15_02_UCC,UCCTD,15,632504,402,13.67,35.785
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,406.4,15_01_ROS,CTD,15,632432,403,14.147,35.849998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,406.4,15_06_UCC,UCCTD,15,632720,403,14.181,35.862
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_02_UCC,UCCTD,14,632501,501,12.051,35.551998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,3,632612,501,12.213,35.580002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,5,632618,501,12.214,35.581001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_06_UCC,UCCTD,14,632717,501,12.594,35.626999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,6,632621,501,12.216,35.581001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,4,632615,501,12.215,35.580002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,1,632606,501,12.215,35.581001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,506.4,15_05_ROS,CTD,2,632609,502,12.211,35.582001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,506.4,15_05_ROS,CTD,7,632624,502,12.216,35.580002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,509.4,15_01_ROS,CTD,14,632429,505,12.234,35.574001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,633.7,15_06_UCC,UCCTD,12,632711,628,9.96,35.310001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,634.7,15_06_UCC,UCCTD,13,632714,629,9.956,35.310001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,642.8,15_01_ROS,CTD,13,632426,637,9.56,35.25
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,643.8,15_02_UCC,UCCTD,13,632498,638,9.626,35.259998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,891.5,15_06_UCC,UCCTD,10,632705,883,7.131,35.221001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,893.6,15_06_UCC,UCCTD,11,632708,885,7.064,35.202999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_03_ROS,CTD,23,632600,1000,6.41,35.201
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_03_ROS,CTD,24,632603,1000,6.413,35.202
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_02_UCC,UCCTD,12,632495,1000,6.42,35.209
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1011,15_03_ROS,CTD,21,632594,1001,6.396,35.200001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1011,15_03_ROS,CTD,22,632597,1001,6.407,35.201
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1016,15_01_ROS,CTD,12,632423,1006,6.283,35.202
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1263.2,15_02_UCC,UCCTD,11,632492,1250,4.896,35.049999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1266.2,15_01_ROS,CTD,11,632420,1253,5.034,35.074001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1516.7,15_02_UCC,UCCTD,10,632489,1500,4.252,34.987999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1517.8,15_01_ROS,CTD,10,632075,1501,4.226,34.978001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1518.8,15_03_ROS,CTD,20,632591,1502,4.466,35.027
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1770.6,15_02_UCC,UCCTD,9,632486,1750,4.075,34.993
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1771.6,15_01_ROS,CTD,9,632072,1751,4.089,34.994999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2017.6,15_03_ROS,CTD,19,632588,1993,3.63,34.943001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2018.6,15_03_ROS,CTD,17,632582,1994,3.628,34.943001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2018.6,15_03_ROS,CTD,18,632585,1994,3.628,34.944
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2020.7,15_03_ROS,CTD,16,632579,1996,3.626,34.943001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2024.7,15_02_UCC,UCCTD,8,632483,2000,3.582,34.941002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2025.8,15_01_ROS,CTD,8,632069,2001,3.605,34.942001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2027.8,15_06_UCC,UCCTD,9,632702,2003,3.652,34.949001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2533.9,15_02_UCC,UCCTD,7,632480,2500,3.297,34.949001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2535,15_03_ROS,CTD,15,632576,2501,3.255,34.941002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2537,15_01_ROS,CTD,7,632066,2503,3.289,34.941002
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3043.3,15_02_UCC,UCCTD,6,632477,2999,2.913,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_06_UCC,UCCTD,8,632699,3002,2.916,34.937
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_01_ROS,CTD,6,632063,3002,2.921,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_06_UCC,UCCTD,7,632696,3002,2.915,34.937
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3049.4,15_03_ROS,CTD,12,632567,3005,2.92,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3050.5,15_03_ROS,CTD,13,632570,3006,2.92,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3050.5,15_03_ROS,CTD,11,632564,3006,2.921,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3051.5,15_03_ROS,CTD,14,632573,3007,2.92,34.933998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3555.9,15_03_ROS,CTD,10,632561,3500,2.516,34.910999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3557.9,15_02_UCC,UCCTD,5,632474,3502,2.524,34.912998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3559,15_01_ROS,CTD,5,632060,3503,2.515,34.910999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4067.6,15_06_UCC,UCCTD,6,632693,3999,2.306,34.896999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4071.7,15_02_UCC,UCCTD,4,632471,4003,2.332,34.896999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4072.7,15_01_ROS,CTD,4,632057,4004,2.317,34.895
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4581.5,15_01_ROS,CTD,3,632054,4499,2.264,34.887001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4585.6,15_03_ROS,CTD,9,632558,4503,2.277,34.887001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4586.6,15_02_UCC,UCCTD,3,632468,4504,2.271,34.887001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4586.6,15_03_ROS,CTD,8,632555,4504,2.277,34.888
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,4816.2,15_03_ROS,CTD,7,632552,4727,2.275,34.883999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5020.2,15_03_ROS,CTD,6,632549,4925,2.27,34.881001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5022.2,15_03_ROS,CTD,5,632546,4927,2.27,34.881001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5098.5,15_06_UCC,UCCTD,5,632690,5001,2.235,34.876999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5099.6,15_02_UCC,UCCTD,2,632465,5002,2.256,34.877998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5101.7,15_01_ROS,CTD,2,632051,5004,2.248,34.877998
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5473.2,15_06_UCC,UCCTD,3,632684,5364,2.229,34.869999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5473.2,15_06_UCC,UCCTD,4,632687,5364,2.228,34.869999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5521.7,15_01_ROS,CTD,1,632048,5411,2.213,34.867001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5524.8,15_06_UCC,UCCTD,1,632678,5414,2.225,34.868
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5524.8,15_06_UCC,UCCTD,2,632681,5414,2.225,34.868999
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5524.8,15_03_ROS,CTD,3,632540,5414,2.214,34.867001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5524.8,15_03_ROS,CTD,4,632543,5414,2.215,34.867001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5524.8,15_03_ROS,CTD,1,632534,5414,2.214,34.867001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5525.8,15_03_ROS,CTD,2,632537,5415,2.215,34.867001
GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,5526.9,15_02_UCC,UCCTD,1,632462,5416,2.217,34.867001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,8.1,16_02_ROS,CTD,24,632891,8,18.574,36.542
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,11.1,16_01_UCC,UCCTD,24,632819,11,18.602,36.549999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,25.2,16_02_ROS,CTD,23,632888,25,18.464,36.542
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,26.2,16_01_UCC,UCCTD,23,632816,26,18.471,36.544998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,50.4,16_02_ROS,CTD,22,632885,50,18.327,36.537998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,51.4,16_01_UCC,UCCTD,22,632813,51,18.412,36.542999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,74.6,16_02_ROS,CTD,21,632882,74,18.069,36.537998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,76.6,16_01_UCC,UCCTD,21,632810,76,18.176,36.532001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,102.8,16_02_ROS,CTD,20,632879,102,17.853,36.532001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,102.8,16_01_UCC,UCCTD,20,632807,102,17.793,36.518002
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,152.2,16_02_ROS,CTD,19,632876,151,17.691,36.513
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,152.2,16_01_UCC,UCCTD,19,632804,151,17.632,36.518002
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,200.6,16_02_ROS,CTD,18,632873,199,17.558,36.511002
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,203.6,16_01_UCC,UCCTD,18,632801,202,17.553,36.512001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,253,16_01_UCC,UCCTD,17,632798,251,17.451,36.505001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,253,16_02_ROS,CTD,17,632870,251,17.473,36.498001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,304.5,16_01_UCC,UCCTD,16,632795,302,17.434,36.506001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,305.5,16_02_ROS,CTD,16,632867,303,17.373,36.473999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,405.4,16_01_UCC,UCCTD,15,632792,402,17.247,36.471001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,406.4,16_02_ROS,CTD,15,632864,403,17.151,36.424999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,504.3,16_01_UCC,UCCTD,14,632789,500,16.704,36.353001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,505.3,16_02_ROS,CTD,14,632861,501,16.572,36.308998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,784.2,16_02_ROS,CTD,13,632858,777,11.038,35.412998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,785.2,16_01_UCC,UCCTD,13,632786,778,10.711,35.380001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1011.9,16_02_ROS,CTD,12,632855,1002,6.963,35.109001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1014.9,16_01_UCC,UCCTD,12,632783,1005,6.93,35.116001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1264.1,16_02_ROS,CTD,11,632852,1251,5.251,35.048
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1268.1,16_01_UCC,UCCTD,11,632780,1255,5.192,35.043999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1518.6,16_02_ROS,CTD,10,632849,1502,4.53,35.000999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1520.6,16_01_UCC,UCCTD,10,632777,1504,4.535,35.002998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1770.4,16_02_ROS,CTD,9,632846,1750,4.091,34.969002
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,1775.5,16_01_UCC,UCCTD,9,632774,1755,4.212,34.993
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,2023.5,16_02_ROS,CTD,8,632843,1999,3.868,34.963001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,2026.5,16_01_UCC,UCCTD,8,632771,2002,3.808,34.960999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,2530.6,16_01_UCC,UCCTD,7,632768,2497,3.426,34.951
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,2535.7,16_02_ROS,CTD,7,632840,2502,3.436,34.950001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,3042.9,16_02_ROS,CTD,6,632837,2999,3.062,34.938999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,3042.9,16_01_UCC,UCCTD,6,632765,2999,3.043,34.942001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,3552.4,16_02_ROS,CTD,5,632834,3497,2.657,34.918999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,3558.5,16_01_UCC,UCCTD,5,632762,3503,2.645,34.919998
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,4068.1,16_02_ROS,CTD,4,632831,4000,2.383,34.900002
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,4069.1,16_01_UCC,UCCTD,4,632759,4001,2.367,34.901001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,4579.9,16_02_ROS,CTD,3,632828,4498,2.28,34.888
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,4583,16_01_UCC,UCCTD,3,632756,4501,2.276,34.889
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,5095.9,16_02_ROS,CTD,2,632825,4999,2.272,34.881001
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,5099,16_01_UCC,UCCTD,2,632753,5002,2.265,34.882
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,5340.4,16_01_UCC,UCCTD,1,632750,5236,2.205,34.869999
GA02,16,2010-05-20T11:48:29.000,306.70898,36.2051,5451,PE319,5347.6,16_02_ROS,CTD,1,632822,5243,2.23,34.872002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,8.1,17_01_UCC,UCCTD,24,632963,8,18.77,36.532001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,10.1,17_02_ROS,CTD,24,632129,10,18.858,36.526001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,25.2,17_02_ROS,CTD,23,632126,25,18.217,36.521
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,25.2,17_01_UCC,UCCTD,23,632960,25,18.199,36.521
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,49.4,17_01_UCC,UCCTD,22,632957,49,18.148,36.521999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,50.4,17_02_ROS,CTD,22,632123,50,18.167,36.52
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,77.6,17_01_UCC,UCCTD,21,632954,77,18.11,36.521
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,77.6,17_02_ROS,CTD,21,632120,77,17.855,36.509998
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,101.8,17_01_UCC,UCCTD,20,632951,101,17.72,36.509998
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,103.8,17_02_ROS,CTD,20,632117,103,17.557,36.500999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,153.2,17_02_ROS,CTD,19,632114,152,17.436,36.486
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,157.2,17_01_UCC,UCCTD,19,632948,156,17.503,36.507999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,200.5,17_02_ROS,CTD,18,632111,199,17.398,36.493
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,203.6,17_01_UCC,UCCTD,18,632945,202,17.384,36.487
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,252,17_02_ROS,CTD,17,632108,250,17.36,36.483002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,256,17_01_UCC,UCCTD,17,632942,254,17.362,36.488998
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,302.4,17_02_ROS,CTD,16,632105,300,17.215,36.445999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,306.4,17_01_UCC,UCCTD,16,632939,304,17.303,36.478001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,403.3,17_02_ROS,CTD,15,632102,400,16.865,36.380001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,409.3,17_01_UCC,UCCTD,15,632936,406,16.84,36.379002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,508.3,17_02_ROS,CTD,14,632099,504,16.117,36.201
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,510.3,17_01_UCC,UCCTD,14,632933,506,15.95,36.18
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,752.7,17_01_UCC,UCCTD,13,632930,746,10.796,35.386002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,763.9,17_02_ROS,CTD,13,632096,757,10.239,35.321999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1006.6,17_01_UCC,UCCTD,12,632927,997,6.219,35.067001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1012.7,17_02_ROS,CTD,12,632093,1003,6.225,35.063
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1259.8,17_01_UCC,UCCTD,11,632924,1247,5.025,35.047001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1261.8,17_02_ROS,CTD,11,632090,1249,5.041,35.043999
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1511.2,17_01_UCC,UCCTD,10,632921,1495,4.317,34.991001
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1514.3,17_02_ROS,CTD,10,632087,1498,4.351,34.990002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1770.1,17_02_ROS,CTD,9,632084,1750,3.964,34.966
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,1770.1,17_01_UCC,UCCTD,9,632918,1750,3.984,34.972
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,2023.2,17_01_UCC,UCCTD,8,632915,1999,3.741,34.962002
GA02,17,2010-05-21T11:48:00.000,304.5755,34.3307,5533,PE319,2024.2,17_02_ROS,CTD,8,632081,2000,3.713,34.958
