asample,bsample,BCdis
S0290,S0358,0.12705554654024143
S0260,S0358,0.29645826550638854
S0321,S0358,0.23061399979789798
S0270,S0358,0.11770386534596289
S0283,S0291,0.09607421523765369
S0289,S0328,0.310852529040728
S0258,S0289,0.18506281144733105
S0289,S0356,0.083142567014306
S0344,S0443,0.046273278769535464
S0204,S0389,0.11828249554544468
S0343,S0344,0.04867628826119619
S0247,S0322,0.09705755163679963
S0215,S0334,0.14514454943401744
S0212,S0252,0.11711866707021246
S0216,S0302,0.12051879509542651
S0216,S0425,0.06430328456669332
S0248,S0300,0.058183072111263945
S0245,S0285,0.07760911000749482
S0245,S0354,0.15584412258813074
S0245,S0365,0.10539648566480597
S0250,S0342,0.13005659050296514
S0250,S0384,0.13630307690860632
S0205,S0333,0.10459009270177821
S0205,S0234,0.09593704207994358
S0275,S0366,0.07698544649149175
S0253,S0366,0.0952784565514726
S0351,S0401,0.0957153482430646
S0233,S0326,0.08718672599500588
S0337,S0353,0.1239481278150627
S0200,S0353,0.1654823146863732
S0232,S0396,0.07572271911843653
S0206,S0278,0.06586304938114362
S0206,S0347,0.05618743739077814
S0355,S0385,0.059908055937199944
S0355,S0381,0.10900994440559653
S0211,S0285,0.07601360290612824
S0238,S0394,0.09098228937321218
S0238,S0430,0.09799664042043388
S0223,S0388,0.06375526553737765
S0225,S0388,0.0796057179941736
S0217,S0388,0.10987278750080842
S0305,S0422,0.06007888252452109
S0305,S0403,0.07663633146104643
S0281,S0305,0.06697890337108037
S0240,S0395,0.1571937459418422
S0231,S0380,0.09313675854657055
S0234,S0240,0.18106367057386696
S0246,S0328,0.3054801394374571
S0363,S0381,0.03782556858099195
S0286,S0363,0.04633616244059913
S0190,S0398,0.07587758087503227
S0088,S0357,0.16939094729008353
S0090,S0376,0.10792393800947853
S0187,S0397,0.06938583150949451
S0193,S0435,0.09665569883214942
S0175,S0376,0.07366849102135364
S0087,S0365,0.13394465713600479
S0097,S0422,0.11523947874237972
S0171,S0352,0.20887449398132063
S0172,S0404,0.1683977879073828
S0164,S0392,0.08230745704611164
S0188,S0372,0.08137608966723231
S0097,S0351,0.14992128289947038
S0099,S0435,0.055960399788326454
S0099,S0438,0.23848676546936076
S0197,S0432,0.07697174942695373
S0145,S0390,0.19713539918112744
S0077,S0374,0.11573148488210572
S0150,S0375,0.09636996215972593
S0150,S0394,0.09122517449522538
S0079,S0374,0.19044439374730127
S0198,S0375,0.0850049955834965
S0155,S0425,0.11776749368239181
S0139,S0376,0.06590533974741108
S0071,S0362,0.07509371570205958
S0071,S0383,0.2087753181425115
S0131,S0391,0.06245318075155881
S0126,S0350,0.09013376318408017
S0126,S0394,0.08366717503814458
S0179,S0360,0.14695142757377722
S0129,S0402,0.13585910558769299
S0112,S0383,0.12386722352809132
S0118,S0373,0.09356760483340643
S0069,S0377,0.18280229697591743
S0110,S0384,0.10545266003313991
S0110,S0390,0.09067497468470775
S0179,S0401,0.08916107864105083
S0066,S0352,0.16213912597684188
S0082,S0369,0.08877785692178453
S0168,S0397,0.1042290925301721
S0183,S0425,0.11230559308682841
S0186,S0443,0.11153555826195372
S0065,S0369,0.11871306696181516
S0073,S0404,0.08390147679442961
S0150,S0405,0.09920018204879999
S0111,S0365,0.1295266738592883
S0062,S0428,0.11646524025729477
S0144,S0395,0.10805719838449901
S0169,S0350,0.058376109619990624
S0058,S0404,0.0626110363906125
S0058,S0422,0.07278237171948265
S0058,S0445,0.06619572081620251
S0089,S0436,0.09812592699032407
S0132,S0406,0.06583555310810651
S0094,S0389,0.08681066341986476
S0094,S0429,0.07285966661317977
S0074,S0357,0.13677331390844039
S0074,S0383,0.0908538447973356
S0074,S0382,0.08944994080902391
S0114,S0357,0.08726461472420877
S0186,S0363,0.09296044899625822
S0122,S0410,0.07891817429527215
S0124,S0406,0.06508091701672925
S0059,S0378,0.08546443330978781
S0135,S0411,0.1027448084854179
S0135,S0419,0.14022760087536046
S0068,S0435,0.14886502561739645
S0108,S0393,0.06171877975693285
S0107,S0367,0.0576979527613628
S0106,S0394,0.06145169822549612
S0106,S0424,0.057201077234544706
S0105,S0419,0.10326706743611269
S0102,S0429,0.11754547304341989
S0101,S0437,0.05052057237664109
S0048,S0358,0.1245952681469027
S0041,S0396,0.12516708423814238
S0026,S0398,0.10050352485323466
S0028,S0374,0.10903780997293677
S0028,S0392,0.11154933515406706
S0027,S0369,0.17189999218129892
S0036,S0385,0.08676119759762957
S0040,S0356,0.17301633475370082
S0013,S0416,0.12028481146680414
S0013,S0409,0.0897196201823579
S0006,S0394,0.08451937123879638
S0031,S0351,0.07063244784259681
S0039,S0409,0.11054158182450124
S0005,S0367,0.07889913948300165
S0005,S0392,0.08139767026095002
S0045,S0388,0.10892997346404887
S0045,S0396,0.15109592933707572
S0032,S0395,0.123865615912778
S0053,S0368,0.1138011464039832
S0012,S0436,0.1275178800195198
S0024,S0429,0.08666386325777298
S0010,S0443,0.08219207646059257
S0010,S0416,0.09425852773339127
S0022,S0416,0.07107237681240253
S0022,S0402,0.08902131825650716
S0022,S0377,0.07850319410743001
S0020,S0430,0.09263763609804787
S0049,S0386,0.05343893387969656
S0034,S0362,0.19037743676863128
S0035,S0363,0.09162685541355109
S0004,S0350,0.09536163417650467
S0004,S0378,0.08679260175129244
S0004,S0391,0.0865114189924654
S0033,S0395,0.10637216269023453
S0033,S0394,0.07916130625629858
S0136,S0410,0.08775369245893783
S0042,S0358,0.17717091394216922
S0030,S0422,0.09905324844642993
S0151,S0329,0.3400603064845512
S0137,S0331,0.15419762466808862
S0101,S0308,0.09047396634445948
S0165,S0340,0.09673869950308589
S0193,S0334,0.08126129255796022
S0167,S0342,0.11177570881162524
S0119,S0331,0.15967013330075597
S0079,S0302,0.20195998134602666
S0144,S0347,0.12540356293056087
S0104,S0308,0.12036107078125868
S0177,S0311,0.11253886759577947
S0096,S0311,0.1336604990036896
S0069,S0342,0.1919072884550297
S0157,S0317,0.14787973642734853
S0088,S0333,0.10368235172283957
S0116,S0314,0.14918541415259778
S0071,S0312,0.2556282292071099
S0144,S0312,0.170274757044109
S0179,S0342,0.07614234528130592
S0134,S0340,0.11044742740353286
S0097,S0328,0.3003890588518652
S0065,S0315,0.08732352184597159
S0139,S0349,0.061997305161240024
S0181,S0349,0.07291944196979616
S0091,S0321,0.22144037289997098
S0075,S0311,0.1270360296897045
S0082,S0348,0.05620433166973893
S0082,S0341,0.0852175242464126
S0141,S0305,0.10867643782782943
S0078,S0323,0.18428235845497465
S0183,S0323,0.13508488697452592
S0061,S0313,0.09234256314502665
S0140,S0313,0.06908295958178934
S0074,S0342,0.10292433733383555
S0074,S0300,0.09739685641634688
S0098,S0312,0.05746253362908127
S0100,S0343,0.08427747557959608
S0153,S0321,0.17610410865345594
S0055,S0326,0.15731520696046608
S0058,S0301,0.05177662809946659
S0037,S0303,0.07143559331297611
S0034,S0349,0.07954889211396221
S0043,S0324,0.09311336764272427
S0042,S0301,0.11039762425902899
S0068,S0315,0.11719316929289458
S0068,S0309,0.09012930716530276
S0025,S0309,0.06057118663075167
S0003,S0325,0.09549750323862971
S0003,S0345,0.11054207146386619
S0002,S0335,0.10517551020519944
S0013,S0345,0.07426440067973539
S0027,S0315,0.12001097981316355
S0024,S0336,0.1331062723883103
S0012,S0348,0.09429921659351037
S0190,S0274,0.07664433506087043
S0195,S0263,0.08568532554953723
S0179,S0263,0.11238001147853016
S0156,S0285,0.12177772557654121
S0167,S0298,0.07169529202280989
S0078,S0291,0.2151141127940771
S0158,S0286,0.09529920424017735
S0192,S0251,0.08298691539189673
S0192,S0278,0.10315039002666493
S0140,S0271,0.05098735768509477
S0153,S0267,0.12866002048392888
S0138,S0270,0.048030630097145144
S0185,S0280,0.07032301406753105
S0070,S0278,0.18209263902398487
S0116,S0271,0.11392113897251976
S0118,S0250,0.09617652125217901
S0175,S0250,0.15772020649431406
S0138,S0250,0.14184484728934932
S0071,S0292,0.26115819011395636
S0077,S0285,0.1023898423399896
S0135,S0255,0.14036237549107144
S0098,S0258,0.23839019594464106
S0098,S0269,0.08899603273378942
S0098,S0295,0.10374219140992258
S0134,S0256,0.11771981776116769
S0127,S0280,0.09775974342394167
S0127,S0252,0.094796955346235
S0184,S0296,0.10332220610477627
S0130,S0255,0.06320623698687444
S0161,S0284,0.10883875198088833
S0161,S0280,0.09443717882655023
S0067,S0296,0.08151498167344906
S0169,S0299,0.07708979859649956
S0168,S0254,0.09780133651864709
S0123,S0257,0.07173770406664193
S0073,S0283,0.07870763631348776
S0110,S0273,0.10754403345188246
S0105,S0264,0.08321713843215017
S0048,S0255,0.08347821803338373
S0037,S0257,0.06816058166691297
S0062,S0268,0.09524831017541957
S0017,S0286,0.08655716580801287
S0017,S0292,0.12138501583282002
S0017,S0299,0.09116736058172847
S0027,S0289,0.13019423134671926
S0027,S0251,0.08797973018177974
S0027,S0282,0.10123486013656324
S0011,S0263,0.1474196840242279
S0058,S0257,0.051464926336617145
S0058,S0284,0.08493274758158098
S0049,S0270,0.054250474830715545
S0046,S0299,0.09180379688789819
S0008,S0272,0.13339408075852321
S0023,S0261,0.06493980539760857
S0035,S0266,0.09099861689785971
S0024,S0251,0.062275015621856
S0004,S0265,0.0879103233085925
S0157,S0232,0.16407794867508585
S0169,S0238,0.12198309521376394
S0175,S0203,0.13844570023660296
S0127,S0238,0.13104474532811194
S0087,S0212,0.09608509102722185
S0054,S0223,0.12807230372928669
S0143,S0207,0.0565058033907927
S0138,S0237,0.13371955072111896
S0186,S0212,0.08456932567040898
S0078,S0221,0.14455440508825435
S0087,S0204,0.04680243946581353
S0092,S0204,0.17664471786018665
S0095,S0203,0.10255974039106464
S0108,S0225,0.08215864168173548
S0145,S0225,0.2078474539826255
S0128,S0225,0.10375303392878255
S0192,S0235,0.14241883836081481
S0169,S0228,0.08141023335083242
S0111,S0233,0.16412014699461275
S0085,S0240,0.17189436229779642
S0098,S0237,0.1724606125616014
S0116,S0221,0.11682852706978197
S0197,S0203,0.11798512421640894
S0102,S0236,0.036687195837195485
S0073,S0209,0.10792951839635945
S0182,S0214,0.13520025510507172
S0182,S0243,0.17315776201325506
S0182,S0203,0.13445510138370498
S0195,S0241,0.1368949915931621
S0164,S0218,0.09178282766412849
S0070,S0218,0.11213654853196198
S0181,S0249,0.13342967201437694
S0089,S0213,0.09385286435155527
S0090,S0246,0.11894767457741162
S0122,S0246,0.06184264509039994
S0051,S0236,0.05062096707851993
S0055,S0233,0.19886001909943396
S0057,S0213,0.0967472456902485
S0123,S0226,0.12218790501591292
S0123,S0211,0.12110953170453054
S0107,S0237,0.1342439251803682
S0136,S0213,0.07563280722556498
S0136,S0221,0.12374331016874496
S0047,S0232,0.06727397622766296
S0045,S0233,0.15486142098546463
S0037,S0214,0.08386546558603813
S0028,S0238,0.12191344690838946
S0025,S0235,0.08090888595049495
S0039,S0247,0.11218517749787527
S0019,S0240,0.1787031062574962
S0027,S0249,0.10696631068266993
S0013,S0237,0.14020741173971785
S0012,S0231,0.09084995563572218
S0020,S0243,0.1568143351963882
S0022,S0227,0.060368944786992396
S0024,S0238,0.11541843955121489
S0088,S0097,0.06253284972869344
S0093,S0196,0.08328402114525213
S0076,S0193,0.11084785197243496
S0191,S0197,0.04093950766390764
S0092,S0187,0.07661397513689672
S0091,S0097,0.1590708171332974
S0165,S0190,0.1083804056906652
S0086,S0166,0.05873758470573698
S0087,S0166,0.09776762835055319
S0071,S0099,0.26975345062123335
S0071,S0185,0.258894366603847
S0042,S0072,0.13405978526606988
S0001,S0081,0.19697351252335815
S0080,S0081,0.07307268146895185
S0045,S0140,0.11417936902752612
S0048,S0092,0.09957409640762616
S0048,S0169,0.11914345593921316
S0149,S0156,0.1826466543561256
S0025,S0068,0.07324157866163217
S0029,S0088,0.17401105442063203
S0108,S0190,0.09871903868022369
S0112,S0145,0.09187259389336233
S0079,S0116,0.08892476770366109
S0026,S0029,0.11116404234844679
S0140,S0182,0.08439803992563744
S0120,S0135,0.05853421989207852
S0119,S0191,0.1462366611970628
S0071,S0158,0.2529132247706921
S0102,S0135,0.05807839262597059
S0101,S0180,0.05101811627239383
S0034,S0101,0.04338813006526965
S0028,S0151,0.2181685153907622
S0054,S0138,0.16485536623247576
S0021,S0078,0.13750458610812732
S0017,S0171,0.09915040280805609
S0017,S0182,0.12847987785436377
S0106,S0119,0.10546000663280919
S0131,S0139,0.058513294446868924
S0069,S0139,0.20833678116255094
S0074,S0191,0.133379472917032
S0009,S0084,0.09339332180973337
S0002,S0066,0.07333781647165627
S0115,S0183,0.0912291211241627
S0104,S0135,0.054674943222232986
S0104,S0198,0.15679856901512834
S0105,S0127,0.10102002122993925
S0026,S0105,0.09232949057965223
S0017,S0105,0.08799490977848123
S0118,S0126,0.06940146504368161
S0081,S0126,0.10381147706116056
S0083,S0126,0.10990607131300334
S0055,S0069,0.04568514125910039
S0017,S0055,0.1000514561626965
S0060,S0120,0.11491637712122438
S0060,S0115,0.0895975814545199
S0070,S0189,0.1144479088765138
S0110,S0189,0.07375875938503285
S0037,S0081,0.13432764819447818
S0037,S0118,0.07226657022110972
S0020,S0093,0.06750618061453639
S0020,S0085,0.07784268536398808
S0006,S0175,0.11290197973252991
S0057,S0135,0.14542209675495665
S0057,S0091,0.06929061093289712
S0057,S0102,0.12198457669409213
S0110,S0122,0.08921115624345954
S0059,S0064,0.10302611655212957
S0059,S0083,0.0645034632237258
S0029,S0109,0.09499969830912647
S0141,S0185,0.11529011518188281
S0141,S0165,0.09472741044829669
S0179,S0185,0.0680811769255576
S0003,S0179,0.14263326508294438
S0027,S0159,0.1709592107454595
S0023,S0168,0.07853218936430095
S0065,S0094,0.09486592684486228
S0006,S0065,0.06317613277438272
S0043,S0065,0.08499537538141366
S0111,S0164,0.11366642521009762
S0023,S0111,0.10756908482914851
S0131,S0188,0.06511047686857352
S0012,S0025,0.11886263123678431
S0105,S0137,0.11785238848746382
S0051,S0059,0.1380817736509209
S0032,S0051,0.12878284181243604
S0086,S0124,0.06051676752655377
S0091,S0124,0.08204246659297276
S0035,S0054,0.1130335405665096
S0035,S0059,0.11329941048060677
S0008,S0191,0.15735081716987387
S0008,S0166,0.13466412145296747
S0010,S0119,0.13361448410668697
S0003,S0010,0.09948007073614051
S0074,S0123,0.11640180956331869
S0008,S0123,0.1705932511618583
S0084,S0173,0.1374809189867222
S0006,S0173,0.11345202893582751
S0058,S0187,0.046107366267478245
S0006,S0041,0.07529089420025648
S0067,S0135,0.07437794961398536
S0030,S0067,0.09781416595036174
S0070,S0107,0.21091028618424323
S0039,S0107,0.12994512090090582
S0001,S0052,0.20708984589793145
S0004,S0105,0.09706757846276548
S0024,S0027,0.08358884565306235
S0024,S0047,0.10968825157099782
S0016,S0117,0.09298934524886382
S0083,S0117,0.11263081539985187
S0015,S0096,0.11221465531540731
S0015,S0060,0.08418640937895372
S0068,S0186,0.04973169134152233
S0010,S0015,0.06872398599769747
S0100,S0183,0.1514125480166908
S0164,S0181,0.09473622746157517
S0040,S0181,0.1623982992905838
S0062,S0098,0.14682231109951716
S0062,S0173,0.0929206257047066
S0103,S0155,0.09958393332893978
S0026,S0128,0.07642769656996828
S0097,S0133,0.11839228093548837
S0005,S0196,0.08728078067612677
S0005,S0042,0.09664185581665696
S0116,S0142,0.05543667365667837
S0049,S0076,0.1268587763796516
S0049,S0144,0.14165970724832322
S0049,S0151,0.1957694255949619
S0031,S0099,0.06585683072482185
S0031,S0136,0.1368712213946881
S0276,S0304,0.0778701122531179
S0424,S0438,0.16668983754361832
S0227,S0297,0.0745086151179839
S0276,S0432,0.07653655827269934
S0256,S0443,0.05152092205412562
S0428,S0431,0.05525168826339921
S0429,S0437,0.1256996928000047
S0404,S0424,0.08678945506656954
S0297,S0410,0.06623167509490491
S0276,S0292,0.09538482463803566
S0381,S0394,0.046041938211671685
S0373,S0411,0.034216084942594094
S0375,S0431,0.08418524688866136
S0380,S0429,0.07437214255931524
S0376,S0390,0.04061794046737477
S0304,S0386,0.06887964065510643
S0359,S0392,0.04783132036357407
S0218,S0385,0.12915610814893586
S0276,S0384,0.08677723680500082
S0345,S0397,0.04826793624247705
S0345,S0411,0.08027263792399086
S0345,S0385,0.031309602599481456
S0343,S0419,0.08697307681928301
S0367,S0435,0.06914565496815128
S0351,S0410,0.11381648604102479
S0345,S0379,0.0562026976806399
S0284,S0361,0.15248408668368063
S0279,S0361,0.16128683026680146
S0299,S0370,0.06620164386255178
S0295,S0370,0.08757826631153831
S0285,S0360,0.07945084111010281
S0278,S0285,0.06100912570508943
S0317,S0424,0.07297000745733795
S0325,S0392,0.05409475173478451
S0374,S0396,0.05566652592901611
S0319,S0422,0.07305232067570722
S0318,S0380,0.13126059926630662
S0349,S0387,0.07866505551096348
S0297,S0334,0.07875786978898092
S0325,S0337,0.047795479969924504
S0319,S0367,0.0650833678176278
S0312,S0367,0.06108387972565088
S0340,S0376,0.04921781713784712
S0311,S0351,0.070455940903275
S0303,S0419,0.06588482502571891
S0303,S0375,0.05869811035793093
S0357,S0369,0.06829733802787286
S0284,S0319,0.08560293739644598
S0332,S0422,0.06989803647224668
S0332,S0402,0.058411465244603056
S0317,S0321,0.15046388372166908
S0296,S0349,0.07700942348272133
S0326,S0351,0.10889839315348004
S0302,S0369,0.07983587874567433
S0299,S0328,0.30839547310118487
S0292,S0328,0.3158798369144531
S0280,S0324,0.06543138242523416
S0319,S0337,0.056975735394453775
S0271,S0391,0.07426690897084676
S0271,S0371,0.08151500071573436
S0280,S0306,0.05257739211808332
S0290,S0306,0.05339501831949478
S0279,S0332,0.0705601462558274
S0227,S0302,0.10084205244469158
S0272,S0318,0.11554980533808157
S0270,S0389,0.0604371693121889
S0247,S0445,0.07207132115712656
S0308,S0403,0.06718651288840383
S0269,S0365,0.053188371585507155
S0269,S0337,0.06115293317948334
S0292,S0307,0.06849407200154123
S0335,S0424,0.1296089163022177
S0293,S0316,0.08247069904711246
S0265,S0386,0.06644356439040855
S0265,S0295,0.0748208770809613
S0260,S0329,0.35641363285253935
S0260,S0319,0.2606318164954452
S0263,S0379,0.06810041344813167
S0262,S0362,0.26579892228254576
S0262,S0314,0.14992492163920035
S0264,S0333,0.08021330407915694
S0259,S0384,0.21287829807868341
S0259,S0326,0.20050240049276125
S0257,S0260,0.23236375859276415
S0254,S0415,0.04085618729441309
S0254,S0299,0.046234363707710946
S0254,S0285,0.07269356501974888
S0254,S0270,0.05667536192228817
S0251,S0404,0.08024511350551233
S0249,S0443,0.09949588854109437
S0249,S0397,0.1135844238193171
S0249,S0260,0.17005378277582794
S0239,S0313,0.07272168075898744
S0225,S0251,0.09632580691001347
S0239,S0436,0.0724630784327982
S0242,S0385,0.23010465742756625
S0235,S0350,0.1213811030841212
S0234,S0429,0.07475272611294226
S0234,S0390,0.0664446102727444
S0228,S0384,0.08955393083595875
S0228,S0255,0.0957365740057674
S0228,S0259,0.154144513780352
S0252,S0380,0.07890686824097748
S0252,S0398,0.08436529289812111
S0274,S0304,0.043302072618651155
S0223,S0227,0.04547768803790342
S0220,S0336,0.15136386236381305
S0219,S0436,0.08183964882687678
S0219,S0423,0.09428742466482609
S0213,S0306,0.08964528705688635
S0201,S0292,0.14609147184482651
S0201,S0267,0.09880508341526684
S0201,S0314,0.1441025943231099
S0224,S0268,0.06931404749214809
S0200,S0395,0.07314843235340984
S0200,S0318,0.13198113173358816
S0282,S0290,0.07122885079167907
S0356,S0437,0.15308857899794792
S0202,S0270,0.07453821172705488
S0202,S0294,0.1038926606875773
S0336,S0356,0.20947653950879686
S0257,S0282,0.088704465525831
S0275,S0436,0.08388878465448513
S0247,S0275,0.06423824262156308
S0214,S0236,0.10195043563702766
S0214,S0389,0.0925206778497959
S0203,S0367,0.10697463858700307
S0203,S0223,0.09174287556540606
S0352,S0406,0.09266886188811518
S0352,S0393,0.08933009301460604
S0209,S0222,0.05849556508396869
S0221,S0316,0.17625754162865648
S0221,S0285,0.11757320538648264
S0221,S0340,0.14337710248095137
S0221,S0294,0.11555499159651661
S0274,S0352,0.09014655773681013
S0202,S0221,0.12535000064078383
S0217,S0278,0.1059471048476689
S0217,S0357,0.16295543150891734
S0217,S0258,0.10512010509021041
S0237,S0432,0.13110900191452146
S0253,S0316,0.08545417618823603
S0253,S0436,0.08062420221546229
S0348,S0360,0.10423459351563857
S0276,S0358,0.13561305440513927
S0291,S0358,0.06096317907949911
S0289,S0297,0.08879261658070836
S0344,S0370,0.060647307166032616
S0204,S0297,0.08500161598315203
S0204,S0317,0.11620140514324295
S0202,S0344,0.08824946986473436
S0281,S0382,0.06800783756812179
S0281,S0283,0.061508058273985644
S0281,S0303,0.059927611224683486
S0322,S0385,0.08027088346291145
S0322,S0331,0.07216896701481534
S0242,S0322,0.26354524425921
S0201,S0215,0.06940219742640874
S0248,S0283,0.0789114612036882
S0248,S0361,0.14560874568245563
S0245,S0283,0.10601754065643842
S0250,S0409,0.1267305500425936
S0250,S0328,0.2793785526420749
S0205,S0267,0.10172405535785867
S0205,S0396,0.05910279849127442
S0205,S0360,0.13535387780159536
S0366,S0372,0.11761700983825463
S0291,S0401,0.09094620191192426
S0233,S0398,0.09346289720040446
S0233,S0309,0.10161912240031146
S0353,S0360,0.18991374760621582
S0232,S0324,0.065380301305206
S0242,S0368,0.21997728353797907
S0285,S0355,0.12283810440806597
S0293,S0355,0.07557305925768576
S0211,S0390,0.08900455476754177
S0211,S0222,0.076974868603645
S0238,S0424,0.11000728161245821
S0347,S0388,0.030653043770658805
S0209,S0388,0.07802902295293113
S0214,S0388,0.08930478517135532
S0220,S0240,0.17275671834570683
S0246,S0370,0.06902541830050168
S0297,S0363,0.0675441938511454
S0350,S0363,0.04359046736494143
S0209,S0363,0.0797872211663323
S0196,S0428,0.06588380529121107
S0196,S0406,0.061365163247376064
S0175,S0384,0.05956983147168449
S0184,S0436,0.12350265209543021
S0096,S0392,0.11147961485393787
S0165,S0410,0.0864144024144693
S0164,S0390,0.06408484774760903
S0191,S0360,0.12445158454557248
S0191,S0386,0.06639702148315119
S0188,S0378,0.06430328615807401
S0188,S0359,0.058891376461325806
S0098,S0357,0.08903546079379931
S0165,S0395,0.10791757996441587
S0078,S0429,0.1703313990248444
S0093,S0415,0.07934458631278851
S0178,S0394,0.10097393403175514
S0187,S0416,0.08071795286652672
S0165,S0416,0.09165065756863922
S0086,S0367,0.07548811013677625
S0150,S0443,0.09528974992591754
S0150,S0438,0.1462180160524904
S0155,S0378,0.10808913574147272
S0157,S0356,0.20313193892938153
S0157,S0409,0.155244324024289
S0079,S0369,0.2534960525648794
S0079,S0415,0.1895723232875035
S0173,S0385,0.16594775266037476
S0173,S0367,0.15090185266436684
S0140,S0354,0.08817960176605444
S0071,S0385,0.24116736067094957
S0127,S0373,0.08525115079072387
S0091,S0378,0.09134335501807
S0070,S0369,0.2550986404084036
S0070,S0430,0.18000742043895535
S0097,S0382,0.0973326175997159
S0131,S0382,0.06105656458949793
S0126,S0404,0.10209151646444192
S0179,S0376,0.08198249347468523
S0129,S0411,0.10403579326180412
S0129,S0369,0.1823677195818496
S0112,S0373,0.11981879839359832
S0069,S0375,0.1822103750358347
S0110,S0443,0.096663864931949
S0116,S0406,0.13368183581301796
S0091,S0437,0.1726401093377936
S0120,S0397,0.13251402851672467
S0066,S0380,0.0710386937088825
S0153,S0394,0.12415412679054627
S0154,S0431,0.11117068503373839
S0082,S0359,0.05616960709565744
S0168,S0378,0.1253553889870962
S0072,S0356,0.06818216758738449
S0083,S0375,0.06235751423526548
S0186,S0435,0.1501021625188591
S0186,S0385,0.12427932736743585
S0143,S0435,0.1680702907910271
S0065,S0358,0.13272433002291062
S0130,S0395,0.10115550381510618
S0111,S0375,0.11955260730717243
S0134,S0374,0.09379723252623506
S0181,S0365,0.07532622444996429
S0181,S0425,0.16201812080171918
S0137,S0429,0.13231550477563303
S0062,S0423,0.10748562762058889
S0144,S0361,0.0702191874767979
S0161,S0392,0.07997163488464198
S0169,S0378,0.10418240885666263
S0169,S0358,0.1338795142400947
S0064,S0391,0.08860308192540278
S0060,S0360,0.0859921769102634
S0140,S0353,0.13569445196222063
S0074,S0376,0.09586735967169546
S0074,S0350,0.10934102576362159
S0074,S0406,0.11933710654701957
S0141,S0374,0.09677957408793658
S0114,S0401,0.0725909859711874
S0193,S0363,0.06335592368909015
S0124,S0378,0.06753067101500732
S0059,S0419,0.10280274039974846
S0059,S0424,0.11351139602964466
S0135,S0352,0.18092511525823263
S0068,S0373,0.0967127370751738
S0063,S0405,0.11158386885865201
S0108,S0379,0.05386603679472379
S0001,S0431,0.34502428435624843
S0104,S0362,0.12979211272559377
S0057,S0424,0.09873922645271771
S0057,S0350,0.05430409728974739
S0050,S0356,0.10894417194560957
S0047,S0365,0.06058235089528796
S0028,S0356,0.11028126260075022
S0036,S0402,0.08407058121061639
S0025,S0411,0.07543414815199112
S0025,S0352,0.12237647209684899
S0006,S0425,0.08720078254690022
S0006,S0429,0.09464627611396559
S0031,S0401,0.10019621218074037
S0021,S0357,0.10872932850743344
S0021,S0415,0.07171909612158178
S0018,S0436,0.08432589345818775
S0023,S0438,0.18275219519813135
S0052,S0437,0.06336679379327603
S0100,S0394,0.10827254810585274
S0016,S0363,0.07370659212755781
S0016,S0435,0.08833896352613435
S0003,S0435,0.13362909797909284
S0053,S0409,0.10982517471137454
S0012,S0362,0.2977237483477698
S0012,S0382,0.12199258199261942
S0015,S0396,0.08038067349031286
S0010,S0422,0.09463413515182129
S0020,S0368,0.08649027604318404
S0034,S0385,0.09187909271915706
S0034,S0409,0.08283770385781086
S0004,S0367,0.10072399277021071
S0004,S0435,0.07479230732982811
S0042,S0368,0.1089417464708905
S0042,S0438,0.1478027582363769
S0140,S0311,0.09230815419597671
S0128,S0342,0.11507004449820435
S0086,S0334,0.05246854897774511
S0184,S0334,0.0897455117493603
S0149,S0349,0.06116664982944808
S0154,S0322,0.09687687718628402
S0112,S0341,0.10603387439130363
S0166,S0314,0.09651511710095428
S0154,S0314,0.08681056525899089
S0149,S0314,0.05934256684393646
S0128,S0314,0.13318993476013075
S0116,S0331,0.1594123743445025
S0071,S0306,0.23349027342462536
S0149,S0332,0.07666084394298756
S0093,S0323,0.05990171380279219
S0104,S0301,0.13905099870249604
S0123,S0303,0.06774559872715535
S0196,S0341,0.07981481020696402
S0151,S0300,0.1958821495928339
S0098,S0316,0.07666311064753051
S0098,S0322,0.07007196469123167
S0092,S0344,0.08775355187637957
S0072,S0329,0.2897153989294935
S0172,S0315,0.16066898930500417
S0080,S0336,0.09428527411156729
S0118,S0336,0.12229364731285741
S0082,S0326,0.09859816012817435
S0181,S0335,0.19374171761579095
S0091,S0302,0.09342308160101542
S0161,S0308,0.09469761583855907
S0168,S0301,0.10785535694751214
S0159,S0318,0.06977472397845341
S0179,S0322,0.07978684134232117
S0095,S0326,0.09306147671124465
S0095,S0331,0.11406518773068319
S0072,S0317,0.07357060482643385
S0085,S0349,0.06609140998260044
S0089,S0334,0.12469268606216577
S0137,S0322,0.1776163700060629
S0055,S0312,0.1834484141318541
S0059,S0314,0.0737373126127493
S0081,S0318,0.23016170123424018
S0064,S0323,0.10159485936901369
S0094,S0318,0.08376757204489182
S0135,S0305,0.14562564381209786
S0135,S0323,0.15257070249733784
S0049,S0335,0.1615380311570931
S0049,S0329,0.29607488533561355
S0049,S0343,0.06138111998200746
S0049,S0318,0.09253424696318902
S0034,S0340,0.09781554432446049
S0028,S0309,0.1047700098298211
S0009,S0341,0.11002067482675726
S0043,S0348,0.09674407281206787
S0024,S0303,0.09067530509365873
S0035,S0300,0.08296679062828016
S0016,S0341,0.07187734654064559
S0006,S0343,0.09912810861918486
S0011,S0349,0.11459435952717134
S0046,S0325,0.08849928064949153
S0178,S0251,0.08900012060722484
