asample,bsample,BCdis
S0272,S0329,0.2987820723934934
S0272,S0324,0.05741810942272052
S0391,S0445,0.05034481991968942
S0295,S0445,0.08379557125971437
S0308,S0390,0.052974266196547326
S0269,S0315,0.06853315747525623
S0267,S0318,0.13953341449810763
S0267,S0395,0.06959510312499262
S0335,S0394,0.15195953857270472
S0265,S0385,0.05472344056477285
S0265,S0387,0.10793490384737492
S0272,S0308,0.03773722518854905
S0262,S0280,0.13930565004163564
S0264,S0283,0.05664631853596658
S0257,S0370,0.050458232671802716
S0259,S0373,0.17928290558406146
S0259,S0302,0.21061060293273848
S0254,S0257,0.029150011669625164
S0255,S0266,0.08031795844320055
S0249,S0415,0.09674191991806491
S0249,S0267,0.0914487917249569
S0244,S0443,0.061401935322890955
S0244,S0265,0.0562321998002413
S0242,S0383,0.21209043254260607
S0235,S0293,0.12676901114180483
S0236,S0380,0.08736677808592586
S0236,S0277,0.09858066606809335
S0236,S0343,0.13100767606927133
S0234,S0278,0.05310123073750017
S0234,S0373,0.06577632807156875
S0234,S0375,0.06329637774737096
S0241,S0269,0.13904874844931103
S0236,S0242,0.1710508829316968
S0228,S0279,0.08790787245228038
S0228,S0375,0.08096806443262183
S0294,S0375,0.0713353149112761
S0252,S0290,0.06719025887815333
S0252,S0295,0.09192760279555634
S0226,S0415,0.08201779005881304
S0226,S0254,0.08762647923498235
S0226,S0342,0.08980700786173557
S0274,S0333,0.08416659538129201
S0274,S0394,0.07041911640519194
S0223,S0374,0.07604995987838536
S0219,S0292,0.11483456625881339
S0209,S0258,0.13809018161864162
S0200,S0292,0.08992176596739965
S0200,S0264,0.07202759974944939
S0200,S0260,0.19739956446920037
S0282,S0407,0.08928941045829197
S0200,S0286,0.059706585975386806
S0228,S0282,0.08789579355172283
S0259,S0356,0.24624412097397452
S0275,S0359,0.08113015143845481
S0222,S0272,0.08808282792578137
S0214,S0431,0.1517754841154958
S0203,S0207,0.09897796131649528
S0352,S0367,0.08340090297657388
S0207,S0222,0.07247273159374346
S0221,S0244,0.12872831275486052
S0221,S0396,0.15535849427809645
S0221,S0282,0.12750370298544156
S0221,S0306,0.1343643643770801
S0272,S0352,0.10564825613671536
S0253,S0445,0.062217154401720154
S0253,S0319,0.05769985558363
S0253,S0382,0.032463146174936175
S0358,S0430,0.12192092047948566
S0348,S0429,0.04558597394274355
S0283,S0358,0.11599342086579656
S0254,S0291,0.07882796193198027
S0207,S0289,0.1468402978908382
S0344,S0376,0.033407168167875034
S0204,S0283,0.12778402737395667
S0203,S0204,0.10342041211221031
S0281,S0316,0.11148165312752933
S0322,S0378,0.08085526163658852
S0322,S0430,0.10745459574612293
S0264,S0281,0.047845128906110035
S0215,S0315,0.13414580343784732
S0215,S0385,0.1462704607346611
S0215,S0377,0.1223251271484237
S0212,S0347,0.10960583126537937
S0212,S0385,0.1419452672579936
S0216,S0386,0.10149228812192368
S0216,S0300,0.10677567720066095
S0216,S0270,0.11217348052371456
S0209,S0216,0.08050986352128209
S0248,S0428,0.07811377303689726
S0248,S0411,0.0779680471249935
S0248,S0323,0.07653560698522521
S0245,S0341,0.07665778767213749
S0245,S0376,0.10743252995243824
S0245,S0312,0.1292529464918344
S0215,S0248,0.12212883028257016
S0235,S0245,0.10674781829467017
S0250,S0407,0.12408059418055017
S0202,S0205,0.11825879171232212
S0203,S0401,0.10809236655373722
S0205,S0401,0.07598416723982959
S0233,S0381,0.11735223075909529
S0341,S0353,0.16114214260198134
S0228,S0353,0.17020574095689123
S0232,S0436,0.09099746318896418
S0206,S0425,0.10553394986154851
S0207,S0232,0.13597569869687043
S0368,S0396,0.053656421043058455
S0212,S0368,0.12685439402873355
S0347,S0355,0.08654560251934584
S0214,S0355,0.15238181605596357
S0321,S0355,0.2083209135971258
S0253,S0355,0.07573351638045323
S0238,S0401,0.09333921370732579
S0238,S0358,0.09296771266031445
S0252,S0405,0.08117988725490077
S0290,S0388,0.05830056955958929
S0205,S0388,0.07916304456100853
S0253,S0388,0.028189916177300267
S0305,S0378,0.06259375098997266
S0295,S0305,0.07973727842408806
S0207,S0305,0.1536940400311999
S0240,S0378,0.21430062008858675
S0231,S0393,0.06906112655684404
S0236,S0240,0.1341044188621846
S0246,S0335,0.1628678729242483
S0246,S0296,0.0877853688210698
S0221,S0363,0.1175071931195747
S0205,S0363,0.09012792494834543
S0192,S0404,0.06311665311078885
S0193,S0393,0.06683474415671664
S0180,S0370,0.13768668571432752
S0193,S0429,0.07481956064174178
S0096,S0371,0.1018819053797525
S0192,S0438,0.22740344816428637
S0097,S0375,0.10281575001110621
S0090,S0422,0.12470499084046904
S0177,S0385,0.08793930354466095
S0187,S0389,0.05744465346210237
S0156,S0431,0.2155505654362727
S0164,S0432,0.0893311636680495
S0188,S0419,0.08399564214153876
S0188,S0373,0.07294549974989906
S0080,S0387,0.16823171588582553
S0098,S0361,0.22203995122498388
S0188,S0369,0.08239687223218717
S0178,S0406,0.11732606004970292
S0093,S0388,0.08814998957831899
S0193,S0381,0.05983499040322515
S0189,S0390,0.09970224934550587
S0087,S0407,0.11782133915461512
S0196,S0430,0.07604894267506812
S0174,S0370,0.20012135491101157
S0090,S0367,0.11430753898647827
S0077,S0436,0.08608663718433773
S0087,S0368,0.12733872484188258
S0171,S0355,0.19781294058470222
S0139,S0374,0.06445723014282378
S0151,S0383,0.17751876257093613
S0127,S0389,0.09423789135244665
S0185,S0372,0.08983433902290716
S0091,S0422,0.11701347427943332
S0091,S0428,0.08948521308787982
S0177,S0382,0.059153438755866095
S0095,S0382,0.08020362759935518
S0197,S0382,0.060630018607660596
S0119,S0372,0.1058147509438846
S0126,S0395,0.0769540735372719
S0126,S0380,0.06468143494803613
S0179,S0350,0.07524534788654391
S0179,S0443,0.08505746876766207
S0110,S0435,0.12770789898601131
S0110,S0445,0.13100888045899184
S0116,S0357,0.15585073224894008
S0116,S0379,0.10743481482795414
S0120,S0376,0.11483808080230717
S0066,S0397,0.12400953783009605
S0153,S0380,0.11467694373491433
S0082,S0361,0.17443210328049374
S0082,S0382,0.07117757547318304
S0168,S0393,0.0884110350050501
S0168,S0423,0.10424182494822543
S0083,S0369,0.08185059778747616
S0186,S0391,0.12371643674968535
S0186,S0429,0.12455537382341031
S0143,S0384,0.14296953880411045
S0090,S0366,0.15013296839280965
S0142,S0404,0.1603142518784686
S0075,S0403,0.0988593936712775
S0065,S0372,0.07122306575116466
S0187,S0358,0.10639445909950462
S0190,S0358,0.0864567950962789
S0142,S0358,0.22447914317188322
S0061,S0354,0.11499355895630858
S0188,S0405,0.06292668721917505
S0130,S0436,0.09027201659792983
S0111,S0404,0.1376926043413127
S0111,S0387,0.10332151973566595
S0134,S0432,0.10458058486206157
S0137,S0377,0.11912792740828815
S0081,S0396,0.1962953760725521
S0144,S0351,0.2032837087969953
S0067,S0382,0.07134260598322228
S0058,S0367,0.05938185098930837
S0117,S0403,0.09587470484325089
S0064,S0376,0.06884331373575225
S0064,S0360,0.08364187759931474
S0159,S0424,0.147602325067952
S0123,S0410,0.10592034196686628
S0094,S0438,0.2279132060797706
S0141,S0438,0.15912421441900704
S0114,S0372,0.08131367007652657
S0185,S0363,0.08123766413422129
S0122,S0407,0.06781902330210976
S0122,S0398,0.06833119436638713
S0124,S0404,0.06115816409347963
S0124,S0422,0.06748089803194757
S0135,S0415,0.12050591153195589
S0068,S0361,0.08397278386932094
S0109,S0406,0.07707167361414291
S0104,S0367,0.131636459028054
S0102,S0366,0.14114801356388396
S0055,S0354,0.20371044890914602
S0051,S0382,0.09067406959479063
S0054,S0391,0.1671111684937594
S0048,S0384,0.08361392691406622
S0047,S0393,0.08475520234633649
S0047,S0429,0.07086907034808809
S0041,S0374,0.09329528318950764
S0026,S0406,0.10124558670487438
S0026,S0401,0.0974534472482037
S0026,S0379,0.08471271516965462
S0036,S0404,0.08820232483139356
S0036,S0406,0.08737017144239445
S0025,S0359,0.09826266523420113
S0013,S0407,0.10372829175145215
S0031,S0410,0.11668793038671499
S0019,S0368,0.07419184991846217
S0019,S0367,0.07209091116952127
S0019,S0443,0.0712723425674967
S0017,S0380,0.06831132516419725
S0017,S0353,0.18640906840549631
S0017,S0410,0.06974946847351027
S0103,S0422,0.11760862104899816
S0016,S0361,0.14880117047557917
S0053,S0350,0.11303050393557879
S0053,S0437,0.05276537599286313
S0053,S0416,0.09963470807676755
S0012,S0419,0.1124172727410141
S0012,S0373,0.1271387078610159
S0024,S0351,0.12922763368549495
S0015,S0424,0.10235590395808236
S0010,S0445,0.09305737318885565
S0008,S0383,0.12433191457103832
S0034,S0377,0.08276112621310139
S0002,S0409,0.12668849860076825
S0035,S0367,0.0959101973133688
S0033,S0359,0.08546073798199483
S0033,S0351,0.09124595992899942
S0046,S0375,0.09469555843095334
S0087,S0329,0.3032537769056445
S0080,S0302,0.23328057206775854
S0165,S0316,0.10588610860200476
S0116,S0324,0.13731515896481405
S0077,S0333,0.09284384761151765
S0093,S0333,0.11637855232141037
S0143,S0334,0.1348596333526354
S0108,S0341,0.055220193479549096
S0097,S0340,0.12047007230918994
S0105,S0316,0.10141311213310134
S0155,S0322,0.12914734426738994
S0175,S0311,0.05954647342784647
S0154,S0303,0.08146571227958266
S0095,S0345,0.09514247507309526
S0149,S0337,0.05683382246999469
S0066,S0301,0.1129748226429178
S0084,S0307,0.056390789259371576
S0195,S0318,0.11347147738380403
S0166,S0317,0.07861619728164893
S0088,S0344,0.12514480330910804
S0174,S0317,0.1606654501762207
S0095,S0314,0.10342713815940374
S0139,S0312,0.0448587862564247
S0179,S0308,0.09784199678243954
S0090,S0321,0.22732001571560745
S0060,S0322,0.10153963812013433
S0110,S0312,0.11689595110705497
S0061,S0300,0.07478402561297703
S0095,S0306,0.08827073958198084
S0069,S0306,0.1944452958059223
S0196,S0306,0.05978139959359674
S0118,S0306,0.1059254379779514
S0179,S0306,0.07952762535331459
S0179,S0341,0.11352140053139192
S0183,S0328,0.31505970917720605
S0122,S0333,0.07211043282285823
S0178,S0300,0.10615524022899248
S0185,S0321,0.1882826479191092
S0198,S0306,0.07610156176345839
S0073,S0329,0.2880090908595161
S0182,S0315,0.08333763525195115
S0111,S0331,0.15880878933328335
S0141,S0324,0.10386994060851495
S0141,S0344,0.09201987180794025
S0141,S0323,0.11450133928036399
S0133,S0328,0.3169297140209879
S0100,S0305,0.0700387569398897
S0172,S0334,0.1652726743874352
S0058,S0326,0.09643569092718196
S0049,S0307,0.05713701510046576
S0054,S0302,0.1642377716597866
S0034,S0343,0.10220887057736505
S0034,S0305,0.09771895132331798
S0039,S0308,0.09384182428894439
S0046,S0311,0.12369512679870509
S0046,S0303,0.09467453814582671
S0043,S0314,0.10425720607726818
S0036,S0329,0.2934832780148551
S0036,S0303,0.08484284419191246
S0042,S0324,0.11921165122810762
S0068,S0334,0.11633324281948265
S0068,S0333,0.09089818332655486
S0025,S0332,0.07249077005552096
S0026,S0336,0.13101087684222468
S0006,S0331,0.11052051586427025
S0016,S0331,0.08507666028968486
S0013,S0321,0.19415466571198858
S0013,S0348,0.07994158709901877
S0008,S0317,0.13404654674680405
S0010,S0337,0.08263745062473693
S0030,S0302,0.07745129562109887
S0178,S0292,0.1417066150200208
S0178,S0278,0.10527307993869595
S0172,S0273,0.16958020325926626
S0090,S0278,0.13978516475469338
S0184,S0263,0.10805933316760385
S0084,S0252,0.07146786538165106
S0151,S0263,0.19246517273553343
S0078,S0271,0.14573619626362422
S0145,S0278,0.19872937366653598
S0192,S0273,0.06866688339971516
S0192,S0281,0.09041813206583205
S0140,S0281,0.06363709866968281
S0138,S0297,0.0874321732105694
S0138,S0291,0.07575138727139996
S0193,S0276,0.07357141654358412
S0150,S0251,0.07904040433726733
S0118,S0258,0.13072113948835595
S0119,S0260,0.13202704053039582
S0001,S0262,0.3227737178143497
S0144,S0281,0.14525829237328525
S0165,S0250,0.13264954424821152
S0196,S0289,0.07460783919999303
S0001,S0289,0.31598864931123805
S0087,S0292,0.1568638421733659
S0099,S0265,0.0648711514050605
S0089,S0272,0.11986524570713752
S0092,S0261,0.08194144673491643
S0154,S0282,0.12036079494724361
S0125,S0282,0.08566902665628273
S0082,S0283,0.08052814076928705
S0127,S0271,0.09140805938960694
S0199,S0294,0.1028169850529016
S0130,S0297,0.07361295582725735
S0067,S0265,0.08539886361373483
S0189,S0296,0.10931747862172747
S0122,S0255,0.06126294783836039
S0073,S0276,0.0769603874404643
S0133,S0254,0.06384879080281891
S0136,S0267,0.09284104880019206
S0076,S0298,0.08871091364291994
S0066,S0276,0.10148034848852161
S0065,S0270,0.07687785581653617
S0110,S0263,0.10593373982634247
S0109,S0284,0.06855859133231446
S0109,S0272,0.06453354701509373
S0109,S0255,0.07097956788847759
S0111,S0283,0.13004805225723315
S0111,S0263,0.12889089268914278
S0064,S0289,0.08921037801893106
S0106,S0279,0.06868533611679128
S0106,S0289,0.06940351736820538
S0105,S0296,0.0708972397437927
S0057,S0253,0.06041708317633199
S0050,S0257,0.07027247507011514
S0047,S0292,0.064565349182091
S0047,S0256,0.07149250953459374
S0045,S0265,0.1325935471682077
S0029,S0258,0.2150345590065933
S0021,S0251,0.07045081407120624
S0021,S0257,0.08184411013167636
S0006,S0291,0.13215313024914288
S0062,S0251,0.09150329909043697
S0017,S0265,0.10869749471945633
S0100,S0289,0.0760431809664528
S0054,S0270,0.15287219454305145
S0027,S0297,0.08989697353645143
S0041,S0269,0.09662864217111344
S0020,S0292,0.07133596023199196
S0034,S0271,0.0824489742341441
S0036,S0269,0.07590877050678979
S0024,S0259,0.16340549371026936
S0042,S0255,0.12119108651346344
S0042,S0257,0.11331146623957755
S0030,S0279,0.1170881436120721
S0030,S0295,0.07618227943037104
S0169,S0222,0.09197120249978363
S0128,S0219,0.09182477487802931
S0081,S0242,0.16499254441118094
S0150,S0224,0.059578516876114596
S0122,S0207,0.12729598484136373
S0138,S0202,0.0857098290611259
S0092,S0213,0.12462450319731344
S0172,S0242,0.16985996082147037
S0054,S0213,0.12023931995223602
S0048,S0220,0.09953455187187288
S0115,S0207,0.0643106213141168
S0112,S0220,0.12491650141362676
S0166,S0240,0.17089783451000884
S0186,S0234,0.10230924023610977
S0078,S0235,0.10283366172260211
S0115,S0225,0.08883154308270902
S0199,S0247,0.09582999733903941
S0090,S0209,0.15135188964660673
S0179,S0200,0.1052098488636205
S0179,S0204,0.17500217443023258
S0052,S0200,0.10879839062070262
S0064,S0219,0.1056644961518266
S0087,S0248,0.11246098572441932
S0077,S0248,0.09793487781588495
S0190,S0248,0.09428536402503573
S0084,S0245,0.09979787688665642
S0154,S0233,0.12748393792249013
S0120,S0225,0.10873950741607341
S0174,S0229,0.16501530666441455
S0082,S0209,0.1005072698976861
S0065,S0240,0.16421855287525422
S0195,S0213,0.08888361341895401
S0197,S0249,0.11052328336228945
S0142,S0239,0.12825490212190915
S0065,S0246,0.07538669785948082
S0196,S0227,0.09650461456540305
S0080,S0227,0.1794156463434151
S0059,S0218,0.14511295403894298
S0059,S0220,0.11063176462863655
S0051,S0213,0.08034206798809385
S0094,S0232,0.08170579007855638
S0058,S0235,0.1322399269296879
S0067,S0233,0.11906679093965433
S0057,S0246,0.06630894999301096
S0133,S0249,0.11946524456501406
S0100,S0227,0.146855217777614
S0135,S0245,0.08947099028423877
S0046,S0204,0.09514613841674358
S0037,S0220,0.07666549474972184
S0037,S0237,0.09693862246979812
S0041,S0220,0.0923519590676648
S0016,S0204,0.11727178140932926
S0016,S0224,0.0857952727709469
S0011,S0243,0.1975276822266857
S0043,S0204,0.11022721438858374
S0015,S0209,0.0989723675058477
S0019,S0227,0.09856186743817352
S0036,S0207,0.08717852629905243
S0023,S0241,0.11633747715016907
S0032,S0209,0.10383819059121213
S0032,S0219,0.11205470793634675
S0035,S0200,0.09953188740688068
S0026,S0244,0.0922671291107513
S0006,S0213,0.05518835747574091
S0006,S0209,0.07096754656761228
S0024,S0249,0.06811792738407563
S0001,S0199,0.3516036330413608
S0088,S0191,0.1558258517574258
S0190,S0193,0.10124266460943454
S0088,S0190,0.16655319206357133
S0083,S0099,0.07060849275988701
S0093,S0184,0.073512887269776
S0166,S0183,0.09013966912973503
S0177,S0183,0.10353139218416729
S0097,S0164,0.10134229583898013
S0072,S0166,0.10056254067628423
S0072,S0092,0.05559329309979766
S0066,S0195,0.10582621913423318
S0066,S0167,0.054604741179969385
S0080,S0164,0.2042939781905353
S0081,S0197,0.17354880553363805
S0081,S0167,0.09467962213903158
S0084,S0178,0.0923801036210592
S0070,S0178,0.1050035976584568
S0076,S0145,0.10066794412316937
S0099,S0140,0.07215016980523259
S0045,S0195,0.11997236913108345
S0039,S0079,0.10463076082408718
S0039,S0053,0.048809977877922406
S0127,S0195,0.09220558262686729
S0127,S0180,0.043125723029675656
S0048,S0183,0.13527815613116667
S0045,S0168,0.11717285788568321
S0078,S0097,0.07341432011600635
S0025,S0072,0.10385677818275219
S0182,S0183,0.13239827686038685
S0156,S0182,0.20315690105376938
S0050,S0116,0.09287890783038866
S0011,S0078,0.22100179171149192
S0048,S0095,0.10878019679953643
S0066,S0095,0.06839874908030341
S0158,S0187,0.08539380108690198
S0006,S0075,0.060220651974762895
S0102,S0180,0.04742917000078406
S0096,S0102,0.039680965487552955
S0101,S0140,0.10126248402142357
S0039,S0101,0.06393900073936343
S0022,S0042,0.10181464529051443
S0054,S0167,0.07472718257407285
S0054,S0080,0.08484544435297237
S0017,S0053,0.06947885598330605
S0017,S0127,0.07058953939458401
S0013,S0106,0.09489192639040289
S0064,S0158,0.10938553950258334
S0032,S0185,0.088068074696949
S0084,S0110,0.07661540695926972
S0072,S0110,0.12498422513135277
S0043,S0120,0.10878000475135408
S0043,S0092,0.12547010321529095
S0002,S0043,0.1197394161717038
S0174,S0192,0.1961919857614387
S0066,S0174,0.09287665354544516
S0094,S0115,0.12015753327943579
S0105,S0165,0.10353572855317095
S0126,S0190,0.12330281674855093
S0072,S0126,0.12314459188438154
S0022,S0060,0.08912735535178573
S0037,S0199,0.1115442803308816
S0037,S0185,0.08779797271992829
S0020,S0025,0.08233801737055979
S0084,S0175,0.07328244464304123
S0070,S0175,0.22796744616741527
S0055,S0057,0.1747411003072189
S0122,S0199,0.08514802168433833
S0098,S0122,0.09058946474899898
S0118,S0122,0.087824117147702
S0003,S0093,0.14274870545944096
S0003,S0183,0.11461109547561044
S0059,S0076,0.15463671293560333
S0109,S0116,0.09311734913751346
S0141,S0149,0.10225893982293655
S0026,S0141,0.08258152718412426
S0179,S0183,0.1448806534994217
S0102,S0179,0.1518777116596539
S0027,S0029,0.1423452787383569
S0023,S0193,0.06658853386400765
S0023,S0053,0.09438494276694143
S0111,S0166,0.09289364637791853
S0075,S0111,0.05790629329300989
S0045,S0137,0.055706674629289465
S0122,S0137,0.11141492570064171
S0130,S0141,0.09311624154612297
S0002,S0130,0.1340381278420042
S0035,S0151,0.16299853288743638
S0027,S0035,0.11505167733856159
S0008,S0079,0.12017527321137467
S0008,S0171,0.06878510058670717
S0008,S0158,0.1627218997296368
S0008,S0064,0.11066371375668416
S0019,S0037,0.06173414260804211
S0012,S0019,0.081970097718436
S0010,S0048,0.10395359981609797
S0018,S0034,0.058438738035510696
S0018,S0055,0.09554245819751961
S0018,S0143,0.08562047209843016
S0123,S0124,0.05299595144728608
S0093,S0123,0.07739438811493116
S0034,S0123,0.10326848749116468
S0095,S0173,0.10094347946785864
S0120,S0173,0.06600487036029545
S0058,S0098,0.0751523937586206
S0041,S0098,0.15401079640290838
S0041,S0178,0.07607755490504198
S0036,S0055,0.10709559612943742
S0012,S0067,0.12290465161971176
S0107,S0130,0.05680695776948341
S0052,S0180,0.046089955491367074
S0047,S0129,0.15453242002742473
S0033,S0164,0.08428434005764907
S0025,S0033,0.08844721584659732
S0004,S0180,0.1489375267593812
S0004,S0084,0.08867806762433694
S0004,S0091,0.07903572884175036
S0046,S0095,0.0637480165970219
S0046,S0189,0.09309324903720184
S0046,S0065,0.09083895432401046
S0024,S0078,0.11746541014228151
S0085,S0117,0.06738129750380373
S0074,S0117,0.09746854814600048
S0015,S0177,0.10640015261417746
S0050,S0186,0.08464878850282531
S0058,S0100,0.09086918385392362
S0135,S0181,0.16022090343548478
S0025,S0181,0.10831759634147387
S0137,S0181,0.15172396043557146
S0062,S0096,0.029505275204580572
S0058,S0103,0.11991240038818263
S0133,S0165,0.10526932113590703
S0067,S0133,0.08727309708225339
S0039,S0132,0.0960891534522984
S0061,S0132,0.07055195026907701
S0094,S0161,0.05744994408563575
S0009,S0114,0.09829671248408212
S0050,S0114,0.07212115153406307
S0083,S0134,0.1104122059296907
S0261,S0276,0.08642251941177592
S0429,S0443,0.037446378996982554
S0276,S0295,0.09973037348101965
S0297,S0409,0.0723812822593688
S0403,S0409,0.04446056705746315
S0392,S0422,0.04853996077438105
S0298,S0403,0.08587703722491646
S0261,S0430,0.058583618331410126
S0299,S0402,0.045329176994092224
S0384,S0429,0.04006868386170337
S0384,S0404,0.04471815791197353
S0381,S0429,0.07114664636034784
S0374,S0435,0.06642491565542774
S0286,S0295,0.0672045092839153
S0283,S0296,0.10455117658737045
S0323,S0393,0.06016767504752574
S0227,S0386,0.06329073548950326
S0379,S0383,0.027816458514216214
S0298,S0387,0.09437932521728087
S0365,S0431,0.06863796659814891
S0365,S0394,0.04884212129679222
S0261,S0378,0.04800081542891632
S0297,S0377,0.07426755888798675
S0345,S0377,0.05000147278907552
S0362,S0373,0.21459387951127973
S0279,S0280,0.052634235507329374
S0279,S0378,0.09875121858397007
S0304,S0359,0.062183696677266975
S0229,S0370,0.08331393455019509
S0293,S0370,0.06453325596310533
S0361,S0362,0.11870945912096564
S0278,S0384,0.07882134929334972
S0391,S0396,0.03631564190129544
S0319,S0390,0.0672920360114353
S0331,S0378,0.03921678885244717
S0321,S0402,0.17050973524923352
S0314,S0389,0.06527677643193197
S0336,S0406,0.17649105594941683
S0297,S0351,0.12078675860094268
S0290,S0378,0.0886659441037746
S0312,S0436,0.09543741979337328
S0340,S0370,0.05248217049121062
S0311,S0359,0.06541029257848097
S0303,S0362,0.252188880688168
S0324,S0402,0.04024626524887431
S0324,S0372,0.07139352457833525
S0247,S0319,0.06959711133545599
S0313,S0443,0.050019783426325404
S0313,S0428,0.047621853912576895
S0306,S0424,0.07747096183901203
S0306,S0410,0.07774093603386623
S0332,S0428,0.07889085486330893
S0332,S0374,0.05365936274895311
S0285,S0314,0.09781637305194024
S0261,S0318,0.08609262704732723
S0301,S0406,0.06545003604702537
S0227,S0342,0.08924603873202175
S0304,S0340,0.05831849600419803
S0307,S0393,0.06338538854286457
S0271,S0429,0.0750067267983241
S0271,S0341,0.06938906858108351
S0271,S0347,0.06406819016323673
S0298,S0302,0.08760041086937354
S0316,S0367,0.08429025932014911
S0316,S0359,0.05620759607652481
S0316,S0331,0.05404496227842359
S0300,S0377,0.05714648565930358
S0270,S0372,0.0652688316385307
S0270,S0375,0.05837371777818223
S0308,S0357,0.09348984803469507
S0269,S0378,0.07684436532429473
S0269,S0357,0.09132434128442823
S0269,S0435,0.06936349179346657
S0269,S0323,0.05854469443135468
S0269,S0370,0.08026450284470588
S0265,S0392,0.06320826915838595
S0265,S0378,0.06820502911006576
S0256,S0335,0.19187434250647828
S0315,S0335,0.16659028640854878
S0266,S0403,0.07679892502006758
S0266,S0340,0.08749000612030844
S0266,S0307,0.06226851739492034
S0263,S0380,0.07803573645489059
S0263,S0431,0.1053768558791468
S0263,S0309,0.06884815640134234
S0255,S0359,0.03914311299300055
S0259,S0341,0.16460300307581432
S0265,S0332,0.08007611920343005
S0254,S0384,0.03524916711197923
S0244,S0390,0.06715239150502772
S0244,S0343,0.08426573808932813
S0236,S0415,0.10661329871326897
S0236,S0311,0.14133139660494098
S0234,S0292,0.08366112499877287
S0234,S0263,0.061964594601326084
S0234,S0255,0.07383289059059872
S0241,S0389,0.13343294983191012
S0241,S0277,0.12366113838149173
S0241,S0349,0.13254301618191244
S0228,S0389,0.07646893678898792
S0228,S0336,0.11988955230325893
S0294,S0435,0.09289254306205119
S0252,S0261,0.07855773970069002
S0252,S0375,0.07621058756278998
S0226,S0234,0.08556706357757493
S0274,S0313,0.04833327890858807
S0274,S0424,0.07867235432708242
S0274,S0359,0.07706030040826617
S0274,S0371,0.10061509387174994
S0223,S0331,0.11395233942780636
S0219,S0342,0.10404611519428619
S0213,S0244,0.08829417342661905
S0209,S0415,0.08229974254707473
S0209,S0294,0.07574950266799252
S0251,S0274,0.07286366857981252
S0200,S0378,0.09440175790785643
S0282,S0386,0.07645609131172304
S0202,S0307,0.09164695976692483
S0340,S0356,0.041639928969604334
S0308,S0356,0.09672710008999597
S0275,S0314,0.054302459955958504
S0202,S0275,0.08396224266502794
S0222,S0371,0.07631252302164648
S0222,S0403,0.08978103508265012
S0222,S0431,0.1357554207951882
S0214,S0367,0.09960492346843175
S0214,S0362,0.17799647259956608
S0352,S0395,0.13618543781339298
S0221,S0234,0.12355617146426268
S0307,S0352,0.10151761322837605
S0243,S0333,0.1256841148228175
S0253,S0309,0.05089011839498392
S0236,S0237,0.0471168823898398
S0348,S0380,0.06780661935439136
S0289,S0424,0.08478680642939806
S0289,S0324,0.05315503291880641
S0344,S0435,0.06891314233031476
S0204,S0271,0.11614632458037843
S0222,S0344,0.0821711256449601
S0249,S0344,0.09529050652050852
S0281,S0371,0.09283483441376805
S0322,S0443,0.08504995882632438
S0266,S0281,0.04958354129070386
S0215,S0403,0.1245978360108273
S0215,S0308,0.11789137684685858
S0215,S0371,0.08874016732869405
S0212,S0406,0.1363141923384832
S0212,S0309,0.10837157443502776
S0204,S0212,0.08826522538206094
S0216,S0242,0.1680180590081709
S0248,S0345,0.07132476530139098
S0248,S0313,0.06989640713575362
S0245,S0375,0.10051900393126312
S0222,S0245,0.08466216301245644
S0250,S0285,0.11543050836384194
S0250,S0333,0.1051087573195233
S0366,S0379,0.09936554936319897
S0223,S0401,0.07064333215219809
S0233,S0334,0.10745649024213222
S0276,S0353,0.14772242098125177
S0267,S0353,0.1631315636737246
S0206,S0279,0.0686696579720345
S0206,S0219,0.07419757318987708
S0206,S0266,0.06152104113865686
S0355,S0419,0.09758620164881726
S0355,S0429,0.059479548697637386
S0296,S0368,0.08523791489815336
S0226,S0368,0.08253565591149492
S0211,S0371,0.08261432122676426
S0211,S0254,0.10011213162861599
S0238,S0360,0.13101588229997607
S0222,S0388,0.07764049262047656
S0263,S0305,0.07379426736329486
S0229,S0305,0.0800242502348898
S0216,S0305,0.1341700082609374
S0240,S0329,0.2968305642432091
S0231,S0340,0.058716378869906105
S0231,S0337,0.06559628645607984
S0231,S0370,0.060995755328476786
S0231,S0361,0.18268044351877166
S0231,S0303,0.03588028468523796
S0231,S0304,0.03379884958243129
S0231,S0377,0.06916337180702026
S0246,S0359,0.07683421611913466
S0363,S0396,0.06687205263569618
S0363,S0379,0.03179546721191984
S0329,S0363,0.28889619597739835
S0180,S0411,0.08402866435689527
S0196,S0409,0.061980376941358495
S0175,S0409,0.07173200356134146
S0084,S0372,0.05938067973608008
S0084,S0370,0.0762230895807795
S0156,S0390,0.15192704569944704
S0191,S0432,0.08932497711033505
S0191,S0435,0.07837921585450902
S0096,S0403,0.10675495776945476
S0188,S0356,0.06751190362528037
S0092,S0431,0.07450539579237536
S0088,S0445,0.1761204087297359
S0167,S0443,0.10382532499433939
S0084,S0430,0.05286448675849986
S0174,S0424,0.13343529992423353
S0076,S0438,0.10780199292133719
S0076,S0445,0.1675871525941529
S0099,S0367,0.09088294604046354
S0077,S0443,0.11650189160860269
S0077,S0422,0.12399494366448427
S0157,S0438,0.1464231129493706
S0079,S0410,0.16143830019903493
S0079,S0350,0.19328018062342445
S0079,S0392,0.2002263296826774
S0198,S0424,0.09082472553102194
S0150,S0425,0.10199175692283435
