Library,Station,pressure,depth,temp,sal,OXYGEN,CTDOXY,PHSPHT,SILCAT,NITRAT,NITRIT,TALK,DIC,H2O_2_D_DELTA_BOTTLE,H2O_18_D_DELTA_BOTTLE,Al_D_CONC_BOTTLE,STANDARD_DEV,Ba_D_CONC_BOTTLE,Cd_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE_FIA,Fe_D_CONC_BOTTLE_FIA_STANDARD_DEV,Mn_D_CONC_BOTTLE,Mn_D_CONC_BOTTLE_STANDARD_DEV,Mo_D_CONC_BOTTLE,Ni_D_CONC_BOTTLE,Pb_D_CONC_BOTTLE,U_D_CONC_BOTTLE,Zn_D_CONC_BOTTLE,Y_D_CONC_BOTTLE,La_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE_STANDARD_DEV,Th_230_D_CONC_BOTTLE,Th_230_D_CONC_BOTTLE_STANDARD_DEV,Th_232_D_CONC_BOTTLE,Th_232_D_CONC_BOTTLE_STANDARD_DEV,Th_234_D_CONC_BOTTLE,Th_234_D_CONC_BOTTLE_STANDARD_DEV
S0124,4,90,89.2809917355,8.815661157,34.5286684215,-1,256.6082644628,1.0176033058,2.5724793388,13.767107438,0.0240495868,2292.6454545455,2117.5801652893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.81298,0.12195,1.28459,0.08127,0.06912,0.00083,-1,-1
S0125,4,111,110.1051546392,8.6745793814,34.5242428577,-1,256.5742268041,1.0584536082,2.8598762887,14.3187216495,0.02,2291.6,2125.3,-0.64,-0.06,1.31707,0.00976,54.9873,0.0454,0.17,0.14634,0.00976,0.67317,0.01463,130.901,4.26,14.75,12.1522,0.27,109.17,12.82,-1,-1,-1,-1,-1,-1,38.5366,0.67317
S0126,4,135,133.8577319588,8.3395690722,34.5222624866,-1,257.8113402062,1.1326804124,3.537814433,15.7240824742,0.02,2291.6,2125.3,-0.64,-0.06,1.31707,0.00976,54.9873,0.0454,0.17,0.14634,0.00976,0.67317,0.01463,130.901,4.26,14.75,12.1522,0.27,109.17,12.82,-1,-1,-1,-1,-1,-1,38.5366,0.67317
S0127,4,185,183.4271255061,7.5929291498,34.4578667611,-1,254.5751012146,1.5861336032,9.8401417004,22.9118623482,0.02,-1,-1,-1.372854251,-0.2622469636,1.7922391903,0.0257105466,52.8279178138,0.2695789474,0.2980566802,0.2437447368,0.00976,0.3835110526,0.0041694737,130.7967806275,4.8151214575,11.5407489879,12.1863645749,0.3141093117,111.9508097166,13.0745748988,-1,-1,-1,-1,-1,-1,41.0922777328,0.6869370445
S0128,4,238,235.9405940594,5.8248207921,34.2687733356,-1,248.5765346535,1.6493861386,8.4234158416,24.4397128713,0.0092178218,1460.2542574258,1375.5573267327,-1.835,-0.855,0.32439,-0.485365,28.1161,-0.2647,-0.405,-0.412195,-1,-0.392685,-0.49756,63.629,2.05,5.005,5.5888,-0.15,54.53,5.84,0.17478,-0.42278,0.638195,-0.45122,-0.42228,-0.49912,18.7878,-0.163415
S0129,4,285,282.5172413793,5.0059568966,34.1945846466,-1,253.2215517241,1.7636206897,10.2473275862,26.2369827586,0.0156034483,1943.6724137931,1838.1387931035,-1.835,-0.855,0.32439,-0.485365,28.1161,-0.2647,-0.405,-0.412195,-1,-0.392685,-0.49756,63.629,2.05,5.005,5.5888,-0.15,54.53,5.84,0.17478,-0.42278,0.638195,-0.45122,-0.42228,-0.49912,18.7878,-0.163415
S0130,6,10,9.9,16.6817,34.7845013,-1,243.21,0.312,2.125,3.6,0.063,769.1666666667,671.1666666667,0.5166666667,-0.7033333333,1.3674766667,-0.3170733333,16.5492666667,-0.2687666667,-0.2733333333,-0.2721933333,-0.66439,0.6260166667,-0.3203233333,38.195,1.8866666667,14.09,3.3720333333,-0.1066666667,88.9166666667,13.6133333333,-1,-1,-1,-1,-1,-1,8.5821,-0.4195133333
S0131,6,40,39.6756756757,14.3231351351,34.9983511081,232.4,254.3216216216,0.3748648649,2.1824324324,4.5027027027,0.0781081081,-1,-1,4.25,0.01,2.5004610811,0.0558997297,48.4224,0.0750378378,0.0564864865,0.1416467568,0.0079135135,1.2843789189,0.0137383784,133.92101,3.2410810811,18.9635135135,12.3122,0.1510810811,123.3783821622,18.6281081081,-1,-1,-1,-1,-1,-1,25.3503405405,0.9226062162
S0132,6,60,59.5319148936,16.6420638298,35.1059787021,-1,237.0255319149,0.3,0.9404255319,2.0068085106,0.1863829787,2324.6,2039.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0133,6,80,79.3278688525,6.6400983607,20.2816237705,-1,144.7950819672,-0.0667213115,0.9508196721,3.9040983607,-0.3455737705,-1,-1,1.36,-0.51,1.4484621311,-0.3828078689,24.3688,-0.3668737705,-0.3372131148,-0.1033188525,0.06049,0.1093183607,-0.3969752459,66.140505,1.4657377049,9.8309836066,5.7483,-0.2726229508,67.5813114754,9.298852459,-1,-1,-1,-1,-1,-1,17.5341819672,0.1147531148
S0134,6,100,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,-1,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,NaN,NaN
S0135,6,120,118.9565217391,7.3278695652,34.811827087,-1,267.9391304348,0.9434782609,4.4652173913,13.4086956522,0.1443478261,2306.8,2143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.69902,0.08429,1.96488,0.05522,0.15979,0.00104,-1,-1
S0136,6,160,158.4861995754,4.9939617834,34.8238492569,-1,274.4297239915,1.0797027601,8.1136942675,16.2875796178,0.1579193206,-1,-1,-1,-1,1.71707,0.03902,-1,0.2144,0.17,0.1561,0.0078,0.39024,0.00098,-1,3.62,29.58,-1,0.76,137.10001,23.08,-1,-1,-1,-1,-1,-1,25.1707,1.17073
S0137,6,180,178.4437367304,7.1723057325,34.7495392781,-1,246.8288747346,1.3557112527,11.5404458599,20.2493630573,0.0899787686,-1,-1,-1,-1,1.71707,0.03902,-1,0.2144,0.17,0.1561,0.0078,0.39024,0.00098,-1,3.62,29.58,-1,0.76,137.10001,23.08,-1,-1,-1,-1,-1,-1,25.1707,1.17073
S0138,22,50,49.7,20.401,36.7116997,-1,227.62,0.003,0.5,0,0.047,2399.8,2077.8,-1,-1,27.678,0.27317,-1,0.0013,0.17,0.11707,0.00293,1.22927,0.01268,-1,2.25,22.07,-1,0.1,134.25999,13.09,-1,-1,-1,-1,-1,-1,-1,-1
S0139,22,80,79.3981042654,19.6451421801,36.6833913744,103.35,217.3663507109,0.0001895735,0.6009478673,0.1123222749,0.0721800948,1197.3,1048.2,-1,-1,26.6498004739,0.08798891,-1,-0.0072909953,0.119478673,0.0712330806,-0.0065857346,1.0132044076,0.0011496209,-1,2.1502369668,19.9794312796,-1,0.0109952607,132.7188151659,13.3751184834,-1,-1,-1,-1,-1,-1,42.4369748815,1.8284605687
S0140,22,95,94.327014218,19.3504739336,36.6606429147,103.35,212.3545023697,0.0072985782,0.636492891,0.5744075829,0.1539336493,1197.3,1048.2,-1,-1,16.6260682464,-0.2709269668,-1,-0.3632033175,-0.27507109,-0.2942763981,-0.363425782,0.2277446919,-0.3581145972,-1,1.0341232227,13.2081042654,-1,-0.3266824645,85.7993838863,8.3170616114,-1,-1,-1,-1,-1,-1,27.7247829384,0.8834818957
S0141,22,125,124.1071428571,18.9829642857,36.6341596964,103.35,209.0517857143,0.0341071429,0.7946428571,1.3767857143,0.1223214286,1196.6732142857,1049.1401785714,-1,-1,13.3509508929,-0.4096678571,-1,-0.4970758929,-0.4057142857,-0.4141205357,-0.4983186607,-0.1436396429,-0.4955751786,-1,0.6124107143,10.3408928571,-1,-0.4574107143,68.3050892857,6.5902678571,-1,-1,-1,-1,-1,-1,21.6637714286,0.3832740179
S0142,22,185,183.630952381,18.517139881,36.5968397946,-1,204.6913690476,0.1070833333,1.1181547619,2.8235119048,0.0449107143,1999.7125,1760.8729166667,-1,-1,13.9244,-0.412195,-1,-0.4956,-0.385,-0.39366,-0.49756,-0.22195,-0.496585,-1,0.615,10.025,-1,-0.46,68.665,6.8,-1,-1,-1,-1,-1,-1,21.15855,0.231705
S0143,22,235,233.2368421053,18.3015131579,36.5799088816,99.5,204.0526315789,0.1196052632,1.2328947368,3.2947368421,0.0534210526,1194.8,1054.1,-1,-1,20.2773315789,-0.1922323684,-1,-0.3181776316,-0.1610526316,-0.1800246053,-0.3240193421,-0.0926184211,-0.3266621053,-1,1.205,13.7855263158,-1,-0.2885526316,93.9076315789,9.7521052632,-1,-1,-1,-1,-1,-1,29.3218723684,1.2050719737
S0144,22,285,282.8373015873,18.0958521825,36.5511268353,98.383531746,200.7058531746,0.1612698413,1.3813492063,3.9925595238,0.05,1194.0119047619,1055.052281746,-1,-1,14.828772123,-0.4419769048,-1,-0.48858125,-0.38,-0.3913635218,-0.4941918849,-0.387222629,-0.4977281944,-1,0.6528373016,10.3883730159,-1,-0.4618650794,69.8541865079,7.0995535714,-1,-1,-1,-1,-1,-1,21.84145,0.817075
S0145,22,390,386.996993988,17.3484779559,36.418852766,97.8,188.4973446894,0.3112074148,2.1090681363,6.4029559118,0.0412124248,2235.2791583166,1994.5463426854,-1,-1,14.81705,-0.48049,-1,-0.4875,-0.38,-0.38634,-0.492685,-0.407315,-0.49756,-1,0.67,10.56,-1,-0.455,69.94,7.115,-1,-1,-1,-1,-1,-1,-1,-1
S0147,25,10,10,27.22,36.463001,197.4,203.5,0.01,1,0,0.02,-1,-1,-1,-1,41.4244,0.13658,-1,0.0005,1.77,1.43024,0.02049,2.76098,0.03805,-1,2.01,23.61,-1,0.06,138.10001,17.6,-1,-1,-1,-1,-1,-1,-1,-1
S0148,25,75,74.5,23.14475,36.905251625,-1,213.7125,0.01,0.7625,0,0.01625,2413,2074.4,-1,-1,35.5024,0.22439,-1,0.0001,0.49,0.53073,0.00878,1.94146,0.0078,-1,2.01,21.63,-1,0.03,130.75,14.67,-1,-1,-1,-1,-1,-1,40,1.7561
S0149,25,100,99.3404255319,22.0220638298,36.8719786596,-1,208.8787234043,0.01,0.7,0,0.0206382979,2410.6595744681,2082.6978723404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0150,25,150,149.0066225166,20.255615894,36.7289385298,-1,210.3715231788,0.01,0.7033112583,0,0.1843708609,-1,-1,-1,-1,27.4366377483,0.1736715894,-1,0.0001165563,0.2396688742,0.2355077483,0.0086508609,1.0503609272,0.0052028477,-1,2.048013245,20.6548344371,-1,0.0896688742,132.5050331126,13.6420529801,-1,-1,-1,-1,-1,-1,39.5710317881,1.2812121854
S0151,25,200,198.6194331984,19.0808744939,36.6375941903,-1,197.9384615385,0.0675708502,1.0805668016,2.0979757085,0.0406882591,2399.7,2093.7,-1,-1,26.8293,0.25366,-1,0.0074,0.33,0.29561,0.00488,0.32195,0.00683,-1,2.1,22.59,-1,0.09,136.75,15.01,-1,-1,-1,-1,-1,-1,44.7805,1.85366
S0152,27,10,12,28.409,36.1415005,-1,194.8,0.01,1.1,0,0.015,1183.1,1007.8,-1,-1,20.90975,-0.43171,-1,-0.49975,0.22,0.26634,-0.47512,1.265855,-0.48683,-1,0.5,10.505,-1,-0.49,68.925005,8.625,-1,-1,-1,-1,-1,-1,-1,-1
S0153,27,75,74.5041322314,23.7003842975,36.9844349401,-1,211.2020661157,0.01,0.7020661157,0,0.0101033058,2393.4915289256,2049.1359504132,-1,-1,20.57315,-0.37317,-1,-0.4998,-0.21,-0.14244,-0.49366,0.865855,-0.492195,-1,0.545,9.195,-1,-0.495,66.39,6.795,-1,-1,-1,-1,-1,-1,20.0366,0.67073
S0154,27,100,99.305785124,22.3356322314,36.9040279256,-1,210.2710743802,0.01,0.702892562,0,0.01,2417.6,2078.9,-1,-1,36.8,0.27317,-1,0.0003,0.41,0.45463,0.00293,1.90244,0.02634,-1,1.97,20.8,-1,0.05,129.42,14.42,-1,-1,-1,-1,-1,-1,42.7317,1.95122
S0155,27,150,149.0190217391,20.6346331522,36.8760812201,-1,181.8766304348,0.0511141304,0.8904891304,1.4730978261,0.0828532609,2411.2149456522,2120.1695652174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0156,27,200,198.6114130435,19.1067798913,36.6600479321,-1,188.8059782609,0.0986684783,1.0942934783,2.7638586957,0.0217119565,2396.6089673913,2115.8217391304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0157,11,10,9.9,21.5659666667,36.1990996667,57.2,222.4333333333,-0.0416666667,0.1523333333,0.06,-0.0293333333,794.7666666667,683.9133333333,1.6533333333,-0.6166666667,3.7577233333,-0.2585366667,12.9665,-0.3289666667,-0.2366666667,-0.21561,-0.6653666667,0.3235766667,-0.3235766667,48.5016666667,1.3466666667,13.17,3.7941333333,-0.24,76.5033333333,9.88,-1,-1,-1,-1,-1,-1,11.7008,-0.4130066667
S0158,11,50,49.6666666667,20.454,36.4996666667,-1,227.3666666667,-0.2466666667,0.49,1,-0.2066666667,1202.35,1036.1,-1,-1,15.8439,0.23415,-1,0.0307,0.11,0.10049,0.0039,0.80976,0.00976,-1,2.53,22.89,-1,0.05,144.25,18.29,-1,-1,-1,-1,-1,-1,39.0244,2.04878
S0159,11,75,74.4444444444,18.0997777778,36.3641112222,-1,216.6666666667,0.1877777778,1.62,2.7222222222,0.2255555556,2406.3,2086.5,-1,-1,19.4049,0.14634,-1,0.0421,0.09,0.07415,0.00293,0.82927,0.00488,-1,2.65,21.61,-1,0.05,143.62,18.17,-1,-1,-1,-1,-1,-1,39.122,1.95122
S0160,11,100,99.3027888446,21.2477051793,36.6395725056,-1,213.9824302789,-0.5638645418,-0.2879601594,-0.5274900398,-0.5744143426,499.1543027888,435.2137450199,0.346,-0.766,-0.003902,-0.792196,7.0999,-0.79956,-0.68,-0.729756,-1,-0.614634,-0.796682,28.935,-0.326,3.334,1.77308,-0.788,16.54,1.182,-1,-1,-1,-1,-1,-1,7.4556,-0.632196
S0161,11,150,149.0020366599,19.8652118126,36.3607495112,-1,206.5118126273,0.1112423625,0.780407332,0.6113441955,0.0315478615,1182.25,1058.45,4.21,-0.01,3.31707,0.03902,41.0556,0.003,1.54,1.59024,-1,0.63415,0.01561,148.116,2.57,19.24,12.8166,0.05,88.52,9.86,-1,-1,-1,-1,-1,-1,40.4,0.82927
S0162,11,200,198.2,14.4302,36.0000008,-1,209.32,0.43,2.8,7.4,0.06,-1,-1,-1,-1,20.2634,0.05854,-1,0.0804,0.22,0.21561,0.00293,0.61463,0.0078,-1,2.67,22.32,-1,0.15,141.85001,19.31,-1,-1,-1,-1,-1,-1,39.6098,1.95122
S0163,21,10,9.9,23.7923,36.6891001,210.91,200.19,0.02,0.4,0,0.021,2406.3,2075.2,-1,-1,28.4195,0.32195,-1,0.0004,0.3,0.34146,0.01951,1.46341,0.01756,-1,2.03,21.57,-1,0.03,131.16,13.04,-1,-1,-1,-1,-1,-1,-1,-1
S0164,21,75,74.5020746888,18.7094481328,36.6122486466,-1,217.2629322268,-0.3203665284,-0.0082987552,-0.0756569848,-0.2711964039,796.9666666667,697.7,-1,-1,6.4927006916,-0.6037613278,-1,-0.66300574,-0.6360580913,-0.6103809544,-0.6590294191,-0.3799258368,-0.6599015422,-1,-0.0057399723,5.8137136929,-1,-0.6517565698,43.0889142462,3.5970954357,-1,-1,-1,-1,-1,-1,13.2608159059,0.1223380498
S0165,21,100,99.305785124,18.4505020661,36.6040578223,-1,209.3254132231,0.09,0.85,2.15,0.075,1195.35,1050,-1,-1,13.4317,-0.407315,-1,-0.4952,-0.44,-0.42049,-0.49366,-0.17805,-0.497075,-1,0.54,9.48,-1,-0.465,66.905,6.295,0.3901,-0.438,0.507315,-0.45727,-0.33772,-0.49171,40.4878,1.56098
S0166,21,150,148.9089068826,18.2817510121,36.5916350698,-1,207.476417004,0.12,0.95,2.6,0.04,1195.35,1051.35,-1,-1,13.77315,-0.40244,-1,-0.4944,-0.42,-0.42488,-0.498535,-0.182925,-0.49756,-1,0.55,9.955,-1,-0.47,67.18,6.86,-1,-1,-1,-1,-1,-1,20.18295,0.768295
S0167,21,200,198.512145749,18.0864807692,36.56275917,-1,201.024291498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.1698800607,1.434897247
S0168,23,10,9.9,26.8361,36.7571002667,209.3,201.9066666667,0.0453333333,0.8,0.1,0.01,2402.1,2047.3,-1,-1,41.1512,0.22439,-1,0.0024,0.81,0.72488,0.00976,3.2,0.03512,-1,2.08,30.54,-1,0.28,135.53999,16.66,-1,-1,-1,-1,-1,-1,-1,-1
S0169,23,75,74.5119047619,22.4029880952,36.8429875655,-1,214.2458333333,0.030297619,0.7,0.1,0.009702381,1203.0208333333,1034.1380952381,-1,-1,17.651314881,-0.3863532143,-1,-0.4997559524,-0.2670833333,-0.2444676786,-0.4941741667,0.4188169643,-0.491676131,-1,0.5226190476,10.6728571429,-1,-0.454702381,64.0212452976,6.0635119048,-1,-1,-1,-1,-1,-1,21.3519166667,0.6190464286
S0170,23,100,99.2946175637,21.6890141643,36.8122178329,-1,211.7359773371,0.0235127479,0.6648725212,0.1,0.0135127479,2407.4,2070.3,-1,-1,32.3512,0.20488,-1,0.0006,0.24,0.23707,0.01366,1.27805,0.00293,-1,1.99,20.25,-1,0.07,126.75,12.52,-1,-1,-1,-1,-1,-1,35.3171,1.7561
S0171,23,150,148.9078014184,20.3902553191,36.7537153901,-1,195.6147163121,0.0348049645,0.7441489362,0.964893617,0.0344148936,1200.4,1047,-1,-1,15.6135384752,-0.4443764184,-1,-0.4795601064,-0.3221808511,-0.3409287943,-0.4748078901,-0.1259366135,-0.4789743085,-1,0.5917553191,9.4820744681,-1,-0.4585460993,65.8086347518,6.1678368794,-1,-1,-1,-1,-1,-1,21.0076753546,0.2911672163
S0172,23,200,198.6083499006,19.3577236581,36.672280334,-1,191.9932405567,0.0787475149,0.8958250497,2.1666003976,0.020417495,2361.1673956263,2078.4691848907,-1,-1,14.93415,-0.47073,-1,-0.49905,-0.345,-0.36439,-0.494635,-0.182925,-0.498535,-1,0.535,9.045,-1,-0.48,63.335,5.91,-1,-1,-1,-1,-1,-1,20.42685,0.231705
S0177,8,50,49.6,20.0842,35.785601,-1,235.26,0.046,0.422,0,0.02,2349.4,2053.6,3.86,0.61,3.24878,0.03902,44.6146,0.0039,0.17,0.1561,0.02927,0.86829,0.02244,140.897,2.5,17.56,12.7883,0.09,93.78,11.78,-1,-1,-1,-1,-1,-1,38.2439,0.79024
S0178,8,152,150.75,13.19725,35.5305005,-1,238.05,0.41,2.3,5.1,0.06,2342.3,2108.425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0179,9,10,9.9,18.0105,35.5142993,69.8333333333,231.63,0.167,0.934,2.23,0.067,938.1,823.06,0.9533333333,-0.28,2.15122,-0.2747966667,12.9522,-0.3030666667,-0.2166666667,-0.21496,-0.66504,0.3333333333,-0.3235766667,48.051,1.6166666667,13.4466666667,3.5658666667,-0.2433333333,80.75,13.4466666667,-1,-1,-1,-1,-1,-1,11.7008,-0.3414633333
S0180,9,151,149.8571428571,15.005,35.629143,-1,221.0857142857,0.3285714286,1.7285714286,3.8171428571,0.0285714286,-1,-1,3.8,0.46,3.8006928571,0.0181214286,37.4966,0.0351857143,0.3742857143,0.3477385714,0.00488,0.4195157143,0.00488,144.709,2.7842857143,18.0442857143,12.5707,0.1157142857,104.1014285714,14.3914285714,-1,-1,-1,-1,-1,-1,42.0293,0.80976
S0181,10,11,10.9,23.1972333333,35.6212676,195.7633333333,215.87,0.009,0.3093333333,0.02,0.0143333333,2183.95,1898.4933333333,0.9933333333,-0.6066666667,1.86179,-0.3040666667,12.0357666667,-0.3224333333,-0.24,-0.2413,-0.3297533333,0.2910566667,-0.32748,47.3866666667,1.5433333333,13.1133333333,3.5359333333,-0.2233333333,81.52,13.5766666667,-1,-1,-1,-1,-1,-1,11.1642333333,-0.4
S0182,10,51,50.5976095618,11.5376015936,35.2134691912,-1,252.3103585657,0.3133067729,1.1835059761,3.2211155378,0.1854581673,2329.6529880478,2098.7928286853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0183,10,152,150.9,16.0877,35.7198001,-1,215.3,0.29,1.23,3.363,0.019,2346.2,2099.5,2.4,-0.08,4.37073,0.00976,41.2195,0.0121,0.25,0.21463,0.00976,0.3122,0.0039,144.17101,2.69,17.68,12.718,0.12,98.01,12.02,-1,-1,-1,-1,-1,-1,40.6341,0.91707
S0184,11,11,10.893129771,21.7724681934,36.2361677659,57.2,219.4292620865,0.0266666667,0.2433333333,0.1333333333,0.04,796,683.4666666667,1.6533333333,-0.6166666667,3.7577233333,-0.2585366667,12.9665,-0.3289666667,-0.2366666667,-0.21561,-0.6653666667,0.3235766667,-0.3235766667,48.5016666667,1.3466666667,13.17,3.7941333333,-0.24,76.5033333333,9.88,-1,-1,-1,-1,-1,-1,11.7008,-0.4130066667
S0185,11,50,49.6666666667,20.454,36.4996666667,-1,227.3666666667,-0.2466666667,0.49,1,-0.2066666667,1202.35,1036.1,-1,-1,15.8439,0.23415,-1,0.0307,0.11,0.10049,0.0039,0.80976,0.00976,-1,2.53,22.89,-1,0.05,144.25,18.29,-1,-1,-1,-1,-1,-1,39.0244,2.04878
S0186,11,152,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0187,12,10,9.9,23.0798,36.3320002,-1,218.19,0.021,0.335,0.27,0.034,944.56,827.95,1.2766666667,-0.4,0.9203266667,-0.6504066667,11.8299333333,-0.6654666667,-0.63,-0.64065,-1,-0.3121966667,-0.6614633333,48.6646666667,0.1033333333,6.7133333333,3.6562666667,-0.42,28.03,2.6966666667,-1,-1,-1,-1,-1,-1,11.5609666667,-0.4422766667
S0188,12,50,49.6666666667,21.7583333333,36.3796666667,99.85,218,0.1,0.93,1.5333333333,0.07,2355.6,2110.6,2.715,-0.11,1.982925,-0.47073,19.2712,-0.4986,-0.475,-0.47561,-1,0.02683,-0.48878,75.124,0.655,9.885,5.96975,-0.48,42.03,4.345,-1,-1,-1,-1,-1,-1,18.3244,-0.114635
S0189,12,151,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0190,13,49,48.7012448133,27.6283195021,37.4654735228,97.85,199.6481327801,0.0352489627,0.5865145228,0.0136929461,0.000746888,1242.2412863071,1057.1433609959,3.265,-0.04,4.89025,-0.460975,21.3278,-0.498,-0.48,-0.48049,-1,0.260975,-0.4839,75.068,0.62,6.925,6.30585,-0.475,49.415,7.42,-1,-1,-1,-1,-1,-1,19.3244,-0.15366
S0191,14,10,10,28.1175,37.0170005,-1,193.9,0.095,0.445,0,0.02,1214.35,1038.65,3.205,-0.01,5.8073,-0.44634,20.8873,-0.49935,-0.45,-0.460975,-1,0.32927,-0.481465,73.7305,0.735,7.635,5.9883,-0.415,50.02,7.75,-1,-1,-1,-1,-1,-1,17.8122,-0.12439
S0192,14,50,49.7,27.3871,37.1553497,-1,199.375,0.0965,0.471,0,0.0165,2441.3,2085.6,7.47,0.97,13.0927,0.14634,43.038,0.0013,0.07,0.09756,0.00976,1.6878,0.02244,144.821,2.32,15.91,13.2351,0.02,101.53,16.44,-1,-1,-1,-1,-1,-1,38.7024,0.77073
S0193,14,150,149.1,21.6341,35.00339915,-1,191.69,0.1205,0.6055,-0.05,-0.013,2421,2108.4,2.445,-0.11,2.309755,-0.460975,20.2873,-0.49895,-0.03,-0.04634,-0.47561,0.090245,-0.48439,72.958,2.045,7.695,6.10295,0.965,44.54,5.805,-1,-1,-1,-1,-1,-1,19.90975,-0.07073
S0195,13,150,148.8095238095,16.2376071429,36.0735607976,-1,205.55,0.4178571429,2.7017857143,6.125952381,0.0619047619,2369.1976190476,2121.1380952381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S0196,15,10,9.9,23.81985,36.56095035,-1,206.35,0.0495,0.269,0.135,0.0515,2394.15,2070.5,6.79,0.86,14.1073,0.05854,44.6722,0.0025,0.17,0.13658,0.00976,1.69756,0.02146,147.537,2.39,19.89,13.2429,0.22,103.64,17.3,-1,-1,-1,-1,-1,-1,39.1512,0.77073
S0197,15,50,49.7012987013,28.1353246753,36.7406887792,-1,197.3194805195,0.0742857143,0.2493506494,0.0038961039,0.0107792208,1204.55,1027.7,3.045,-0.07,6.6137662338,-0.4054480519,20.00295,-0.4926727273,-0.4042857143,-0.4207292208,0.00293,0.332595974,-0.4804062338,72.9935,0.6735064935,7.8674025974,6.0005,-0.4635064935,50.8049350649,7.8584415584,-1,-1,-1,-1,-1,-1,16.7195,-0.114635
S0198,15,150,148.8311688312,17.1792077922,36.3825714286,-1,204.4064935065,0.275,0.63,0.665,0.12,1202,1052.8,1.875,-0.235,2.865855,-0.441465,20.86635,-0.49535,0.19,-0.382925,-0.49512,0.15366,-0.492685,72.8005,0.785,7.74,6.0312,0.855,47.63,7.025,-1,-1,-1,-1,-1,-1,37.9059636364,1.5230311688
S0199,16,10,9.9,28.3666,36.30165095,194.9,193.935,0.077,0.33325,0.005,0.0205,1249.6775,1070.655,3.16,-0.075,7.51465,-0.45122,20.699,-0.49815,-0.425,-0.42683,-0.436585,0.32439,-0.485365,68.667505,0.645,9.55,6.15415,-0.305,52.155,8.665,-1,-1,-1,-1,-1,-1,18.261,-0.090245
S0200,16,50,49.7,28.6471666667,36.4481661333,-1,195.5266666667,-0.4216666667,-0.306,-0.4666666667,-0.453,794.9333333333,680.2666666667,7.36,0.89,14.9268,0.09756,42.2137,0.0019,0.11,0.07805,0.06829,1.56098,0.02927,136.229,2.29,17.57,12.9522,0.07,102.7,17.13,-1,-1,-1,-1,-1,-1,39.7854,0.83902
S0201,16,150,149.0869565217,15.9689347826,35.7053251739,-1,113.3195652174,1.1726086957,4.9765217391,17.5908695652,0.0623913043,1168.0521739131,1087.9434782609,0.625,-0.345,2.2170721739,-0.4724286957,19.8927,-0.4439978261,-0.3732608696,-0.120426087,-0.4952897826,-0.215166087,-0.4942934783,66.7605,1.0608695652,7.2869565217,5.8161,-0.4415217391,50.2652173913,7.935,-1,-1,-1,-1,-1,-1,18.6329913043,-0.0512178261
